scientific_name,synonyms,common_name,family,genus,growth_habit,duration,native_status,category,height_mature_ft,leaf_retention,flower_color,bloom_period,drought_tolerance,shade_tolerance,lifespan,usda_symbol
Salix stipulifera,Salix glauca var. stipulata; Salix glauca ssp. stipulifera,grayleaf willow,Salicaceae,Salix,"Shrub, Subshrub",Perennial,AK(N)CAN(N)NA(N),Dicot,,,,,,,,SAGLS6
Salix vallicola,Salix gooddingii; Salix nigra var. vallicola; Salix gooddingii var. vallicola; Salix gooddingii var. variabilis,Goodding's willow,Salicaceae,Salix,Tree,Perennial,L48(N),Dicot,40,No,Green,Early Spring,Medium,Intolerant,Moderate,SAGO
Salix hastata,Salix walpolei; Salix farriae var. walpolei; Salix hastata ssp. subintegrifolia; Salix hastata var. subintegrifolia,halberd willow,Salicaceae,Salix,Shrub,Perennial,AK(N)CAN(N)NA(N),Dicot,3.0,No,Red,Early Summer,None,,Short,SAHA
Salix herbacea,,snowbed willow,Salicaceae,Salix,Shrub,Perennial,L48(N)CAN(N)GL(N),Dicot,,,,,,,,SAHE2
Salix piperi,Salix hookeriana; Salix amplifolia; Salix hookeriana var. tomentosa; Salix hookeriana var. laurifolia,dune willow,Salicaceae,Salix,"Tree, Shrub",Perennial,L48(N)AK(N)CAN(N),Dicot,26,No,Yellow,Early Spring,None,Intolerant,Moderate,SAHO
Salix chilensis,Salix humboldtiana; Salix humboldtiana var. fastigiata,Humboldt's willow,Salicaceae,Salix,"Tree, Shrub",Perennial,PR(I)VI(I),Dicot,,,,,,,,SAHU
Salix humilis,,prairie willow,Salicaceae,Salix,Shrub,Perennial,L48(N)CAN(N),Dicot,10,No,Yellow,Spring,Low,Intermediate,Moderate,SAHU2
Salix conifera,Salix humilis var. humilis; Salix tristis var. glabrata; Salix humilis var. hyporhysa; Salix humilis var. grandifolia; Salix humilis var. angustifolia; Salix humilis var. rigidiuscula; Salix humilis var. keweenawensis; Salix muehlenbergiana var. grandifolia; Salix muehlenbergiana var. angustifolia,prairie willow,Salicaceae,Salix,Shrub,Perennial,L48(N)CAN(N),Dicot,,,,,,,,SAHUH
Salix irrorata,,dewystem willow,Salicaceae,Salix,Shrub,Perennial,L48(N),Dicot,6.0,No,White,Early Spring,Medium,,Short,SAIR
Salix jejuna,,barren willow,Salicaceae,Salix,Shrub,Perennial,CAN(N)NA(N),Dicot,,,,,,,,SAJE3
Salix jepsonii,Salix pellita var. angustifolia; Salix sitchensis var. angustifolia,Jepson's willow,Salicaceae,Salix,Shrub,Perennial,L48(N),Dicot,,,,,,,,SAJE
Salix congesta,Salix laevigata; Salix laevigata var. araquipa; Salix laevigata var. congesta; Salix bonplandiana var. laevigata; Salix laevigata var. angustifolia,red willow,Salicaceae,Salix,Shrub,Perennial,L48(N),Dicot,,,,,,,,SALA3
Salix lasiolepis,,arroyo willow,Salicaceae,Salix,"Tree, Shrub",Perennial,L48(N),Dicot,35,No,,,None,Intolerant,Moderate,SALA6
Salix bigelovii,Salix franciscana; Salix lasiolepis var. bigelovii,Bigelow's willow,Salicaceae,Salix,"Tree, Shrub",Perennial,L48(N),Dicot,,,,,,,,SALAB
Salix bakeri,Salix boiseana; Salix sandbergii; Salix suksdorfii; Salix lutea var. nivaria; Salix lasiolepis var. bakeri; Salix lasiolepis var. fallax; Salix lasiolepis var. nivaria; Salix lasiolepis var. lasiolepis; Salix lasiolepis var. bracelinae; Salix lasiolepis var. sandbergii,arroyo willow,Salicaceae,Salix,"Shrub, Tree",Perennial,L48(N),Dicot,,,,,,,,SALAL2
Salix lemmonii,Salix austinae; Salix lemmonii var. austinae; Salix lemmonii var. melanopsis; Salix lemmonii var. macrostachya; Salix lemmonii var. sphaerostachya,Lemmon's willow,Salicaceae,Salix,Shrub,Perennial,L48(N)CAN(N),Dicot,14,No,Yellow,Early Spring,Low,Intermediate,Long,SALE
Salix ligulifolia,Salix lutea var. ligulifolia; Salix rigida ssp. ligulifolia; Salix cordata var. ligulifolia; Salix eriocephala var. ligulifolia,strapleaf willow,Salicaceae,Salix,"Shrub, Tree",Perennial,L48(N),Dicot,18,No,,,None,Intolerant,Moderate,SALI
Salix lucida,,shining willow,Salicaceae,Salix,"Shrub, Tree",Perennial,L48(N)AK(N)CAN(N)SPM(N),Dicot,13,No,Yellow,Spring,Low,Intermediate,Moderate,SALU
Salix caudata,Salix fendleriana; Salix lucida ssp. caudata; Salix lasiandra var. caudata; Salix lasiandra ssp. caudata; Salix pentandra var. caudata; Salix caudata var. bryantiana; Salix caudata var. parvifolia; Salix lasiandra var. fendleriana,greenleaf willow,Salicaceae,Salix,"Shrub, Tree",Perennial,L48(N)AK(N)CAN(N),Dicot,,,,,,,,SALUC
Salix lucida ssp. lucida,Salix lucida var. intonsa; Salix lucida var. latifolia; Salix pentandra var. lucida; Salix lucida var. ovatifolia; Salix arguta var. hirtisquama; Salix lucida var. angustifolia,shining willow,Salicaceae,Salix,"Shrub, Tree",Perennial,L48(N)CAN(N)SPM(N),Dicot,,,,,,,,SALUL2
Salix lutea,Salix flava; Salix famelica; Salix watsonii; Salix ormsbyensis; Salix cordata var. lutea; Salix lutea var. desolata; Salix lutea var. famelica; Salix lutea var. watsonii; Salix rigida var. watsonii; Salix cordata var. desolata; Salix cordata var. watsonii; Salix lutea var. platyphylla; Salix cordata var. denveriana; Salix cordata var. platyphylla; Salix eriocephala var. famelica; Salix eriocephala var. watsonii,yellow willow,Salicaceae,Salix,"Tree, Shrub",Perennial,L48(N)CAN(N),Dicot,16,No,Yellow,Spring,Low,Intermediate,Moderate,SALU2
Salix maccalliana,,McCalla's willow,Salicaceae,Salix,Tree,Perennial,L48(N)CAN(N),Dicot,,,,,,,,SAMA12
Salix matsudana,,corkscrew willow,Salicaceae,Salix,Shrub,Perennial,L48(I),Dicot,,,,,,,,SAMA13
Salix parksiana,Salix tenerrima; Salix melanopsis; Salix fluviatilis; Salix bolanderiana; Salix sessilifolia; Salix macrostachya; Salix exigua var. tenerrima; Salix exigua var. gracilipes; Salix exigua ssp. melanopsis; Salix exigua var. sessilifolia; Salix longifolia var. tenerrima; Salix melanopsis var. tenerrima; Salix sessilifolia var. villosa; Salix fluviatilis var. tenerrima; Salix melanopsis var. gracilipes; Salix macrostachya var. cusickii; Salix melanopsis var. bolanderiana; Salix melanopsis var. kronkheittii; Salix longifolia var. sessilifolia; Salix fluviatilis var. sessilifolia; Salix sessilifolia var. vancouverensis,dusky willow,Salicaceae,Salix,"Tree, Shrub",Perennial,L48(N)CAN(N),Dicot,20,No,White,Early Summer,None,Intolerant,Moderate,"SAME2,SASE3"
Salix monochroma,Salix eriocephala var. monochroma,onecolor willow,Salicaceae,Salix,Shrub,Perennial,L48(N),Dicot,,,,,,,,SAMO4
Salix monticola,Salix padifolia; Salix padophylla; Salix dissymetrica; Salix sawatchicola; Salix amelanchieroides; Salix cordata var. monticola; Salix barclayi var. padophylla; Salix cordata var. crux-aureae; Salix barclayi var. neomexicana; Salix barclayi var. uncompahgre; Salix barclayi var. cochetopiana; Salix monticola var. neomexicana; Salix barclayi var. resurrectionis; Salix barclayi var. veritomonticola; Salix pseudomonticola var. padophylla,park willow,Salicaceae,Salix,"Tree, Shrub",Perennial,L48(N),Dicot,12,No,White,Late Spring,Medium,Intolerant,Short,SAMO2
Salix myricoides,,bayberry willow,Salicaceae,Salix,"Shrub, Tree",Perennial,L48(N)CAN(N),Dicot,,,,,,,,SAMY2
Salix myricoides var. albovestita,Salix glaucophylla var. albovestita; Salix glaucophylloides var. albovestita,bayberry willow,Salicaceae,Salix,"Tree, Shrub",Perennial,L48(N)CAN(N),Dicot,,,,,,,,SAMYA
Salix glaucophylla,Salix glaucophylloides; Salix cordata var. myricoides; Salix cordata var. glaucophylla; Salix myricoides var. myricoides; Salix glaucophylla var. latifolia; Salix glaucophylla var. brevifolia; Salix glaucophylla var. angustifolia; Salix glaucophylloides var. brevifolia; Salix glaucophylloides var. glaucophylla,bayberry willow,Salicaceae,Salix,"Shrub, Tree",Perennial,L48(N)CAN(N),Dicot,,,,,,,,SAMYM
Salix myrsinifolia,,myrsine-leaved willow,Salicaceae,Salix,Shrub,Perennial,CAN(I)NA(I),Dicot,,,,,,,,SAMY9
Salix nigra,Salix dubia; Salix ambigua; Salix falcata; Salix denudata; Salix purshiana; Salix ligustrina; Salix flavovirens; Salix ludoviciana; Salix nigra var. falcata; Salix nigra var. altissima; Salix nigra var. marginata; Salix nigra var. brevifolia; Salix nigra var. brevijulis; Salix nigra var. longifolia; Salix nigra var. lindheimeri,black willow,Salicaceae,Salix,Tree,Perennial,L48(N)CAN(N),Dicot,100,No,,Early Spring,Low,Intolerant,Short,SANI
Salix muriei,Salix niphoclada; Salix fullertonensis; Salix glauca var. niphoclada; Salix niphoclada var. mexiae; Salix niphoclada var. muriei; Salix brachycarpa var. mexiae; Salix brachycarpa ssp. niphoclada; Salix niphoclada var. fullertonensis; Salix brachycarpa ssp. fullertonensis; Salix brachycarpa var. fullertonensis,barrenground willow,Salicaceae,Salix,Shrub,Perennial,AK(N)CAN(N)NA(N),Dicot,8.0,No,,,None,Intolerant,Moderate,SANI10
Salix nivalis,Salix venusta; Salix saximontana; Salix vestita var. nana; Salix reticulata var. nana; Salix reticulata ssp. nivalis; Salix reticulata var. nivalis; Salix nivalis var. saximontana; Salix reticulata var. saximontana,snow willow,Salicaceae,Salix,"Subshrub, Shrub",Perennial,L48(N)CAN(N),Dicot,,,,,,,,SANI8
Salix nummularia,Salix tundricola; Salix nummularia ssp. tundricola,barren ground willow,Salicaceae,Salix,"Subshrub, Shrub",Perennial,AK(N),Dicot,,,,,,,,SANU4
Salix orestera,Salix glauca ssp. orestera; Salix glauca var. orestera; Salix commutata var. rubicunda,Sierra willow,Salicaceae,Salix,Shrub,Perennial,L48(N),Dicot,10,No,Yellow,Mid Spring,Low,Intolerant,Moderate,SAOR
Salix ovalifolia,,oval-leaf willow,Salicaceae,Salix,"Subshrub, Shrub",Perennial,AK(N)CAN(N)NA(N),Dicot,,,,,,,,SAOV
Salix arctolitoralis,Salix ovalifolia var. arctolitoralis,arctic seashore willow,Salicaceae,Salix,"Shrub, Subshrub",Perennial,AK(N)CAN(N)NA(N),Dicot,,,,,,,,SAOVA
Salix rotundata,Salix cyclophylla; Salix ovalifolia var. cyclophylla,oval-leaf willow,Salicaceae,Salix,"Subshrub, Shrub",Perennial,AK(N),Dicot,,,,,,,,SAOVC
Salix glacialis,Salix ovalifolia var. glacialis,glacial willow,Salicaceae,Salix,"Shrub, Subshrub",Perennial,AK(N),Dicot,,,,,,,,SAOVG
Salix flagellaris,Salix unalaschensis; Salix ovalifolia var. camdensis; Salix ovalifolia var. ovalifolia,oval-leaf willow,Salicaceae,Salix,"Subshrub, Shrub",Perennial,AK(N)CAN(N)NA(N),Dicot,,,,,,,,SAOVO
Salix hebecarpa,Salix pedicellaris; Salix fuscescens var. hebecarpa; Salix myrtilloides var. hypoglauca; Salix pedicellaris var. hypoglauca; Salix pedicellaris var. tenuescens; Salix myrtilloides var. pedicellaris,bog willow,Salicaceae,Salix,Shrub,Perennial,L48(N)CAN(N)SPM(N),Dicot,,,,,,,,SAPE2
Salix pellita,Salix obovata; Salix seriocarpa; Salix sitchensis var. pellita; Salix chlorophylla var. pellita,satiny willow,Salicaceae,Salix,"Tree, Shrub",Perennial,L48(N)CAN(N)SPM(N),Dicot,,,,,,,,SAPE3
Salix pentandra,,laurel willow,Salicaceae,Salix,Tree,Perennial,L48(I)AK(I)CAN(I),Dicot,60,No,Yellow,Summer,Low,Intermediate,Long,SAPE4
Salix gracilis,Salix petiolaris; Salix neoforbesii; Salix ×subsericea; Salix gracilis var. textoris; Salix sericea var. subsericea; Salix petiolaris var. gracilis; Salix petiolaris var. subsericea; Salix gracilis var. rosmarinoides; Salix petiolaris var. angustifolia; Salix petiolaris var. rosmarinoides,meadow willow,Salicaceae,Salix,"Tree, Shrub",Perennial,L48(N)CAN(N),Dicot,,,,,,,,SAPE5
Salix petrophila,Salix caespitosa; Salix arctica ssp. petraea; Salix arctica var. petraea; Salix brownei var. petraea; Salix arctica var. caespitosa; Salix arctica var. petrophila; Salix arctica var. graminifolia; Salix petrophila var. caespitosa,alpine willow,Salicaceae,Salix,Shrub,Perennial,L48(N)CAN(N),Dicot,,,,,,,,SAPE18
Salix planifolia,,diamondleaf willow,Salicaceae,Salix,"Tree, Subshrub, Shrub",Perennial,L48(N)AK(N)CAN(N)SPM(N),Dicot,8.0,No,Green,Late Spring,Low,Intolerant,Moderate,SAPL2
Salix monica,Salix pennata; Salix nelsonii; Salix pychnocarpa; Salix chlorophylla; Salix planifolia var. monica; Salix planifolia var. pennata; Salix chlorophylla var. monica; Salix phylicifolia var. monica; Salix planifolia var. nelsonii; Salix phylicifolia var. pennata; Salix planifolia ssp. planifolia; Salix chlorophylla var. nelsonii; Salix phylicifolia ssp. planifolia; Salix chlorophylla var. pychnocarpa,diamondleaf willow,Salicaceae,Salix,"Shrub, Tree, Subshrub",Perennial,L48(N)AK(N)CAN(N)SPM(N),Dicot,,,,,,,,SAPLP4
Salix polaris,Salix pseudopolaris; Salix polaris var. glabrata; Salix polaris var. selwynensis; Salix polaris ssp. pseudopolaris,polar willow,Salicaceae,Salix,"Shrub, Subshrub",Perennial,AK(N)CAN(N)NA(N),Dicot,0.2,No,Purple,Spring,None,,Short,SAPO
Salix prolixa,Salix mackenzieana; Salix rigida var. macrogemma; Salix rigida ssp. mackenzieana; Salix rigida var. mackenzieana; Salix cordata var. mackenzieana; Salix mackenzieana var. macrogemma; Salix eriocephala ssp. mackenzieana; Salix eriocephala var. mackenzieana,MacKenzie's willow,Salicaceae,Salix,"Tree, Shrub",Perennial,L48(N)AK(N)CAN(N),Dicot,45,No,White,Early Spring,Medium,Intolerant,Short,SAPR3
Salix pseudomonticola,Salix barclayi var. pseudomonticola,false mountain willow,Salicaceae,Salix,Shrub,Perennial,L48(N)AK(N)CAN(N),Dicot,,,,,,,,SAPS
Salix pulchra,Salix phylicoides; Salix pulchra var. palmeri; Salix pulchra var. looffiae; Salix barclayi var. hebecarpa; Salix fulcrata var. subglauca; Salix planifolia ssp. pulchra; Salix pulchra var. yukonensis; Salix arbusculoides var. glabra; Salix phylicifolia ssp. pulchra; Salix planifolia var. yukonensis; Salix phylicifolia var. subglauca,tealeaf willow,Salicaceae,Salix,"Subshrub, Shrub, Tree",Perennial,AK(N)CAN(N)NA(N),Dicot,3.0,No,Yellow,Early Spring,None,Intolerant,Short,SAPU15
Salix purpurea,Salix purpurea var. nana; Salix purpurea f. gracilis,purpleosier willow,Salicaceae,Salix,"Tree, Shrub",Perennial,L48(I)CAN(I),Dicot,11,No,Yellow,,Low,Intolerant,Long,SAPU2
Salix pyrifolia,Salix balsamifera; Salix balsamifera var. vegeta; Salix cordata var. balsamifera; Salix pyrifolia var. lanceolata; Salix balsamifera var. alpestris; Salix balsamifera var. lanceolata,balsam willow,Salicaceae,Salix,"Tree, Shrub",Perennial,L48(N)CAN(N),Dicot,,,,,,,,SAPY
Salix raupii,,Raup's willow,Salicaceae,Salix,Shrub,Perennial,CAN(N)NA(N),Dicot,,,,,,,,SARA4
Salix reticulata,,netleaf willow,Salicaceae,Salix,"Subshrub, Shrub",Perennial,AK(N)CAN(N)NA(N),Dicot,0.2,No,Purple,Early Summer,Low,,Short,SARE2
Salix reticulata ssp. glabellicarpa,,netleaf willow,Salicaceae,Salix,"Subshrub, Shrub",Perennial,AK(N)CAN(N)NA(N),Dicot,,,,,,,,SAREG
Salix orbicularis,Salix reticulata var. glabra; Salix reticulata var. semicalva; Salix reticulata ssp. reticulata; Salix reticulata var. orbicularis; Salix reticulata ssp. orbicularis; Salix reticulata var. gigantifolia,netleaf willow,Salicaceae,Salix,"Shrub, Subshrub",Perennial,AK(N)CAN(N)NA(N),Dicot,,,,,,,,SARER
Salix richardsonii,Salix lanata ssp. richardsonii; Salix richardsonii var. mckeandii,Richardson's willow,Salicaceae,Salix,"Shrub, Tree",Perennial,AK(N)CAN(N)NA(N),Dicot,15,No,White,Early Summer,Medium,Intolerant,Short,SARI4
Salix tweedyi,Salix rotundifolia; Salix barrattiana var. tweedyi,least willow,Salicaceae,Salix,"Subshrub, Shrub",Perennial,L48(N)AK(N)CAN(N),Dicot,0.2,No,Purple,Spring,Low,,Short,"SARO2,SATW"
Salix dodgeana,Salix rotundifolia ssp. dodgeana; Salix dodgeana var. subrariflora; Salix rotundifolia var. dodgeana,timberline willow,Salicaceae,Salix,"Subshrub, Shrub",Perennial,L48(N)AK(N)CAN(N),Dicot,,,,,,,,SAROD
Salix leiocarpa,Salix behringica; Salix polaris var. leiocarpa; Salix rotundifolia ssp. rotundifolia,least willow,Salicaceae,Salix,"Shrub, Subshrub",Perennial,AK(N)CAN(N)NA(N),Dicot,,,,,,,,SAROR
Salix nuttallii,Salix stagnalis; Salix capreoides; Salix flavescens; Salix scouleriana; Salix brachystachys; Salix scouleriana var. poikila; Salix nuttallii var. capreoides; Salix scouleriana var. coetanea; Salix flavescens var. capreoides; Salix flavescens var. scouleriana; Salix scouleriana var. flavescens; Salix scouleriana var. thompsonii; Salix scouleriana var. crassijulis; Salix brachystachys var. scouleriana; Salix scouleriana var. brachystachys,Scouler's willow,Salicaceae,Salix,"Tree, Shrub",Perennial,L48(N)AK(N)CAN(N),Dicot,50,No,Yellow,Early Spring,Medium,Intermediate,Moderate,SASC
Salix grisea,Salix sericea; Salix coactilis; Salix pensylvanica; Salix petiolaris var. grisea; Salix petiolaris var. sericea,silky willow,Salicaceae,Salix,"Shrub, Tree",Perennial,L48(N)CAN(N),Dicot,12,No,Green,Mid Spring,Low,Intermediate,Moderate,SASE
Salix serissima,Salix arguta var. alpigena; Salix lucida var. serissima; Salix arguta var. pallescens,autumn willow,Salicaceae,Salix,"Tree, Shrub",Perennial,L48(N)CAN(N),Dicot,,,,,,,,SASE2
Salix aliena,Salix setchelliana,Setchell's willow,Salicaceae,Salix,"Subshrub, Shrub",Perennial,AK(N)CAN(N)NA(N),Dicot,,,,,,,,SASE4
Salix silicicola,Salix alaxensis var. silicicola,blanketleaf willow,Salicaceae,Salix,Shrub,Perennial,CAN(N)NA(N),Dicot,,,,,,,,SASI13
Salix cuneata,Salix coulteri; Salix sitchensis; Salix sphenophylla; Salix sitchensis var. congesta; Salix sitchensis var. denudata; Salix sitchensis var. ralphiana; Salix sitchensis var. parviflora; Salix sphenophylla ssp. pseudotorulosa,Sitka willow,Salicaceae,Salix,"Tree, Shrub",Perennial,L48(N)AK(N)CAN(N),Dicot,23,No,White,,Medium,Intolerant,Moderate,"SASI2,SASP2"
Salix stolonifera,,sprouting leaf willow,Salicaceae,Salix,"Subshrub, Shrub",Perennial,AK(N)CAN(N)NA(N),Dicot,,,,,,,,SAST2
Salix taxifolia,Salix exilifolia; Salix taxifolia var. lejocarpa; Salix taxifolia var. limitanea; Salix taxifolia var. seriocarpa,yewleaf willow,Salicaceae,Salix,Tree,Perennial,L48(N),Dicot,40,No,Yellow,Late Spring,Medium,Intolerant,Short,SATA
Salix tracyi,,Tracy's willow,Salicaceae,Salix,"Shrub, Tree",Perennial,L48(N),Dicot,,,,,,,,SATR
Salix triandra,,almond willow,Salicaceae,Salix,Shrub,Perennial,CAN(I)NA(I),Dicot,,,,,,,,SATR14
Salix turnorii,Salix lutea var. turnorii,Turnor's willow,Salicaceae,Salix,Shrub,Perennial,CAN(N)NA(N),Dicot,,,,,,,,SATU2
Salix tyrrellii,Salix planifolia ssp. tyrrellii,Tyrrell's willow,Salicaceae,Salix,Shrub,Perennial,CAN(N)NA(N),Dicot,,,,,,,,SATY2
Salix cutleri,Salix uva-ursi; Salix ivigtutiana; Salix cutleri var. labradorica; Salix arbuscula var. labradorica; Salix myrsinites var. parvifolia,bearberry willow,Salicaceae,Salix,Shrub,Perennial,L48(N)CAN(N)GL(N)SPM(N),Dicot,,,,,,,,SAUV
Salix vestita,Salix fernaldii; Salix leiolepis; Salix vestita var. erecta; Salix vestita var. humilior; Salix vestita ssp. leiolepis; Salix reticulata var. vestita; Salix vestita var. psilophylla,rock willow,Salicaceae,Salix,Shrub,Perennial,L48(N)CAN(N),Dicot,,,,,,,,SAVE
Salix viminalis,,basket willow,Salicaceae,Salix,Tree,Perennial,L48(I)CAN(I),Dicot,,,,,,,,SAVI2
Salix wolfii,Salix idahoensis; Salix wolfii ssp. idahoensis; Salix wolfii var. idahoensis,Wolf's willow,Salicaceae,Salix,Shrub,Perennial,L48(N),Dicot,,,,,,,,SAWO
Salmea scandens,Bidens scandens,bejuco de miel,Asteraceae,Salmea,"Vine, Shrub",Perennial,PR(N),Dicot,,,,,,,,SASC3
Salsola damascena,Salsola vermiculata,shrubby Russian thistle,Chenopodiaceae,Salsola,"Subshrub, Shrub",Perennial,L48(I),Dicot,,,,,,,,SAVE6
Salvia ×palmeri,,sage,Lamiaceae,Salvia,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,SAPA10
Salvia apiana,,white sage,Lamiaceae,Salvia,Subshrub,Perennial,L48(N),Dicot,,,,,,,,SAAP2
Salvia apiana var. apiana,,white sage,Lamiaceae,Salvia,Subshrub,Perennial,L48(N),Dicot,,,,,,,,SAAPA
Salvia apiana var. compacta,,compact white sage,Lamiaceae,Salvia,Subshrub,Perennial,L48(N),Dicot,,,,,,,,SAAPC
Salvia argentea,,silver sage,Lamiaceae,Salvia,"Subshrub, Forb/herb",Perennial,L48(I),Dicot,,,,,,,,SAAR25
Salvia ballotiflora,,shrubby blue sage,Lamiaceae,Salvia,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,SABA5
Salvia brandegeei,Salvia mellifera ssp. revoluta,Santa Rosa Island sage,Lamiaceae,Salvia,"Shrub, Subshrub",Perennial,L48(N),Dicot,,,,,,,,SABR3
Salvia clevelandii,,fragrant sage,Lamiaceae,Salvia,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,SACL
Salvia coccinea,,blood sage,Lamiaceae,Salvia,"Subshrub, Forb/herb","Annual, Perennial",L48(N)HI(I)PR(N)VI(N),Dicot,,,,,,,,SACO5
Salvia dorrii,,purple sage,Lamiaceae,Salvia,"Subshrub, Shrub",Perennial,L48(N),Dicot,2.5,No,Blue,Late Spring,Medium,Intolerant,Short,SADO4
Salvia dorrii ssp. dorrii,,purple sage,Lamiaceae,Salvia,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,SADOD2
Salvia dorrii ssp. dorrii var. clokeyi,,purple sage,Lamiaceae,Salvia,"Shrub, Subshrub",Perennial,L48(N),Dicot,,,,,,,,SADOC5
Salvia dorrii ssp. argentea,Salvia dorrii ssp. gilmanii; Salvia carnosa var. argentea; Salvia carnosa ssp. argentea; Salvia carnosa var. gilmanii; Salvia carnosa ssp. gilmanii; Salvia carnosa var. gracilior; Salvia dorrii ssp. dorrii var. dorrii,purple sage,Lamiaceae,Salvia,"Shrub, Subshrub",Perennial,L48(N),Dicot,,,,,,,,SADOD3
Salvia carnosa,Salvia dorrii ssp. carnosa; Salvia dorrii var. carnosa; Salvia dorrii ssp. dorrii var. incana,purple sage,Lamiaceae,Salvia,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,SADOI
Salvia carnosa ssp. pilosa,Salvia dorrii ssp. dorrii var. pilosa,purple sage,Lamiaceae,Salvia,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,SADOP
Salvia dorrii ssp. mearnsii,Salvia carnosa ssp. mearnsii; Audibertia mearnsii,purple sage,Lamiaceae,Salvia,"Shrub, Subshrub",Perennial,L48(N),Dicot,,,,,,,,SADOM
Salvia eremostachya,,rose sage,Lamiaceae,Salvia,"Shrub, Subshrub",Perennial,L48(N),Dicot,,,,,,,,SAER2
Salvia funerea,,woolly sage,Lamiaceae,Salvia,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,SAFU2
Salvia greatae,,lavender sage,Lamiaceae,Salvia,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,SAGR3
Salvia greggii,,autumn sage,Lamiaceae,Salvia,"Shrub, Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,SAGR4
Salvia lemmonii,Salvia microphylla var. wislizeni,Lemmon's sage,Lamiaceae,Salvia,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,SALE5
Salvia leucophylla,,San Luis purple sage,Lamiaceae,Salvia,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,SALE3
Salvia longistyla,,Mexican sage,Lamiaceae,Salvia,"Subshrub, Forb/herb",Perennial,L48(I),Dicot,,,,,,,,SALO6
Salvia lycioides,Salvia ramosissima,canyon sage,Lamiaceae,Salvia,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,SALY
Salvia mellifera,,black sage,Lamiaceae,Salvia,"Shrub, Subshrub",Perennial,L48(N),Dicot,,,,,,,,SAME3
Salvia grahamii,Salvia microphylla,baby sage,Lamiaceae,Salvia,"Subshrub, Shrub",Perennial,L48(I),Dicot,,,,,,,,SAMI20
Salvia mohavensis,,Mojave sage,Lamiaceae,Salvia,"Shrub, Subshrub",Perennial,L48(N),Dicot,,,,,,,,SAMO3
Salvia munzii,Salvia mellifera ssp. jonesii,Munz's sage,Lamiaceae,Salvia,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,SAMU
Salvia officinalis,,kitchen sage,Lamiaceae,Salvia,"Subshrub, Shrub, Forb/herb",Perennial,L48(I)CAN(W),Dicot,,,,,,,,SAOF2
Salvia pachyphylla,,blue sage,Lamiaceae,Salvia,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,SAPA5
Salvia parryi,,Parry's sage,Lamiaceae,Salvia,Subshrub,Perennial,L48(N),Dicot,,,,,,,,SAPA6
Salvia pinguifolia,Salvia ballotiflora var. pinguifolia,rock sage,Lamiaceae,Salvia,"Shrub, Subshrub",Perennial,L48(N),Dicot,,,,,,,,SAPI2
Salvia regla,,mountain sage,Lamiaceae,Salvia,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,SARE4
Salvia serotina,,littlewoman,Lamiaceae,Salvia,"Forb/herb, Subshrub",Perennial,L48(N)PR(N)VI(N),Dicot,,,,,,,,SASE8
Salvia sonomensis,,creeping sage,Lamiaceae,Salvia,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,SASO
Salvia splendens,,scarlet sage,Lamiaceae,Salvia,"Subshrub, Forb/herb",Perennial,L48(I)PR(I),Dicot,,,,,,,,SASP6
Salvia vaseyi,Audibertia vaseyi,scallopleaf sage,Lamiaceae,Salvia,Subshrub,Perennial,L48(N),Dicot,,,,,,,,SAVA
Salvia vinacea,,largeflower sage,Lamiaceae,Salvia,"Subshrub, Shrub",Perennial,L48(N),Dicot,,,,,,,,SAVI3
Samadera indica,Quassia indica,cheskeam,Simaroubaceae,Samadera,"Shrub, Tree",Perennial,L48(N),Dicot,,,,,,,,SAIN13
Samanea saman,Albizia saman; Pithecellobium saman,raintree,Fabaceae,Samanea,Tree,Perennial,L48(I)HI(I)PR(I)VI(I),Dicot,,,,,,,,SASA10
Sambucus nigra,,black elderberry,Caprifoliaceae,Sambucus,"Tree, Shrub",Perennial,"L48(I,N)HI(I)PR(N)VI(I)CAN(NI)",Dicot,,,,,,,,SANI4
