scientific_name,common_name,synonyms,family,genus,growth_habit,height_mature_ft,catalog_source
Rosa glutinosa,Southern Wine Rose,|Rosa pulverulenta|,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa graciliflora,,,Rosaceae,Rosa,Shrub,1.4,Arnold Arboretum living collection (Arboretum Explorer)
Rosa gymnocarpa,Wood Rose,,Rosaceae,Rosa,Shrub,4.9,Arnold Arboretum living collection (Arboretum Explorer)
Rosa helenae,Helen's Rose,,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa henkeri-schulzei,,|Rosa columnifera|,Rosaceae,Rosa,Shrub,5.9,Arnold Arboretum living collection (Arboretum Explorer)
Rosa henryi,Henry's Rose,,Rosaceae,Rosa,Shrub,1.6,Arnold Arboretum living collection (Arboretum Explorer)
Rosa hugonis,Father Hugo Rose,,Rosaceae,Rosa,Shrub,5.2,Arnold Arboretum living collection (Arboretum Explorer)
Rosa hugonis x omeiensis forma pteracantha,,,Rosaceae,Rosa,Shrub,9.5,Arnold Arboretum living collection (Arboretum Explorer)
Rosa hugonis x spinosissima var. altaica,,,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa iberica,,,Rosaceae,Rosa,Shrub,5.9,Arnold Arboretum living collection (Arboretum Explorer)
Rosa inodora,Scentless Rose,|Rosa elliptica|,Rosaceae,Rosa,Shrub,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Rosa koreana,Korean Rose,,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa laxa,,,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa longicuspis,Longtooth Rose,,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa luciae,Memorial Rose,|Rosa wichuraiana var. poteriifolia|,Rosaceae,Rosa,Shrub,2.6,Arnold Arboretum living collection (Arboretum Explorer)
Rosa luciae var. rosea,,,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa macrophylla 'Rubricaulis',Cultivar of Big Hip Rose,,Rosaceae,Rosa,Shrub,5.6,Arnold Arboretum living collection (Arboretum Explorer)
Rosa majalis,Cinnamon Rose,,Rosaceae,Rosa,Shrub,7.9,Arnold Arboretum living collection (Arboretum Explorer)
Rosa maximowicziana,,,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa micrantha,Small-Flowered Sweet-Briar Rose,,Rosaceae,Rosa,Shrub,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Rosa mollis,Soft Downy Rose,|Rosa villosa ssp. mollis|,Rosaceae,Rosa,Shrub,4.6,Arnold Arboretum living collection (Arboretum Explorer)
Rosa moschata,Musk Rose,,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa moschata var. grandiflora,,,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa moyesii,Moyes Rose,,Rosaceae,Rosa,Shrub,3.6,Arnold Arboretum living collection (Arboretum Explorer)
Rosa mulliganii,,,Rosaceae,Rosa,Shrub,1.0,Arnold Arboretum living collection (Arboretum Explorer)
Rosa multiflora,Multiflora Rose,|Rosa polyantha|,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa multiflora 'Inermis',,|Rosa multiflora var. inermis|,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa nipponensis,,|Rosa acicularis var. nipponensis|,Rosaceae,Rosa,Shrub,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Rosa nitida,Red-Spined Rose,,Rosaceae,Rosa,Shrub,4.5,Arnold Arboretum living collection (Arboretum Explorer)
Rosa nutkana,Nootka Rose,,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa nutkana ssp. macdougalii,Macdougal's Rose,|Rosa nutkana var. hispida|Rosa spaldingii|,Rosaceae,Rosa,Shrub,9.2,Arnold Arboretum living collection (Arboretum Explorer)
Rosa nutkana ssp. melina,Rocky Mountain Rose,|Rosa melina|Rosa oreophila|,Rosaceae,Rosa,Shrub,3.9,Arnold Arboretum living collection (Arboretum Explorer)
Rosa nutkana ssp. nutkana,Nootka Rose,|Rosa nutkana var. muriculata|,Rosaceae,Rosa,Shrub,5.2,Arnold Arboretum living collection (Arboretum Explorer)
Rosa odorata var. gigantea,,|Rosa macrocarpa|,Rosaceae,Rosa,Shrub,1.0,Arnold Arboretum living collection (Arboretum Explorer)
Rosa omeiensis,Mount Omei Rose,|Rosa sericea var. omeiensis|,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa omeiensis forma pteracantha,Wingthorn Omei Rose,|Rosa sericea var. pteracantha|,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa orientalis,,,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa oxyodon,Highland Drophip Rose,|Rosa pendulina var. oxyodon|,Rosaceae,Rosa,Shrub,6.2,Arnold Arboretum living collection (Arboretum Explorer)
Rosa palustris,Swamp Rose,,Rosaceae,Rosa,Shrub,6.9,Arnold Arboretum living collection (Arboretum Explorer)
Rosa pendulina,Alpine Rose,|Rosa alpina|Rosa pendulina var. pyrenaica|Rosa x malyi|,Rosaceae,Rosa,Shrub,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Rosa pisocarpa,Cluster Rose,,Rosaceae,Rosa,Shrub,6.9,Arnold Arboretum living collection (Arboretum Explorer)
Rosa platyacantha,,,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa prattii,Pratt's Rose,,Rosaceae,Rosa,Shrub,5.9,Arnold Arboretum living collection (Arboretum Explorer)
Rosa primula,Incense Rose,,Rosaceae,Rosa,Shrub,5.9,Arnold Arboretum living collection (Arboretum Explorer)
Rosa roxburghii,Roxburgh Rose,|Rosa roxburghii var. plena|,Rosaceae,Rosa,Shrub,3.0,Arnold Arboretum living collection (Arboretum Explorer)
Rosa rugosa,Rugosa Rose,,Rosaceae,Rosa,Shrub,5.9,Arnold Arboretum living collection (Arboretum Explorer)
Rosa rugosa 'Belle Poitevine',Cultivar of Rugosa Rose,,Rosaceae,Rosa,Shrub,5.2,Arnold Arboretum living collection (Arboretum Explorer)
Rosa rugosa 'Plena',Cultivar of Rugosa Rose,|Rosa rugosa forma plena|,Rosaceae,Rosa,Shrub,6.2,Arnold Arboretum living collection (Arboretum Explorer)
Rosa rugosa 'Sir Thomas Lipton',Cultivar of Rugosa Rose,,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa schrenkiana,,,Rosaceae,Rosa,Shrub,5.2,Arnold Arboretum living collection (Arboretum Explorer)
Rosa serafinii,Serafin Rose,,Rosaceae,Rosa,Shrub,5.6,Arnold Arboretum living collection (Arboretum Explorer)
Rosa setigera,Climbing Prairie Rose,,Rosaceae,Rosa,Shrub,6.2,Arnold Arboretum living collection (Arboretum Explorer)
Rosa setigera var. tomentosa,Fuzzy Prairie Rose,,Rosaceae,Rosa,Shrub,3.9,Arnold Arboretum living collection (Arboretum Explorer)
Rosa setipoda,,|Rosa hemsleyana|Rosa setipoda x hemsleyana|,Rosaceae,Rosa,Shrub,6.2,Arnold Arboretum living collection (Arboretum Explorer)
Rosa sherardii,Sherard's Rose,|Rosa omissa|Rosa subglobosa|,Rosaceae,Rosa,Shrub,5.9,Arnold Arboretum living collection (Arboretum Explorer)
Rosa sicula,,,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa soulieana,,|Rosa souliei|,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa sp.,,,Rosaceae,Rosa,Shrub,1.0,Arnold Arboretum living collection (Arboretum Explorer)
Rosa spinosissima,Burnet Rose,|Rosa pimpinellifolia|Rosa spinosissima var. myriacantha|,Rosaceae,Rosa,Shrub,5.9,Arnold Arboretum living collection (Arboretum Explorer)
Rosa spinosissima 'Plato',Cultivar of Burnet Rose,,Rosaceae,Rosa,Shrub,4.3,Arnold Arboretum living collection (Arboretum Explorer)
Rosa spinosissima 'Williams' Double Yellow',Hybrid Burnet Rose Cultivar,|Rosa spinosissima 'Lutea Plena'|,Rosaceae,Rosa,Shrub,7.2,Arnold Arboretum living collection (Arboretum Explorer)
Rosa spinosissima var. altaica,Altai Scots Rose,|Rosa pimpinellifolia var. altaica|,Rosaceae,Rosa,Shrub,2.0,Arnold Arboretum living collection (Arboretum Explorer)
Rosa stylosa,,,Rosaceae,Rosa,Shrub,7.0,Arnold Arboretum living collection (Arboretum Explorer)
Rosa sweginzowii,,,Rosaceae,Rosa,Shrub,5.9,Arnold Arboretum living collection (Arboretum Explorer)
Rosa transmorrisonensis,,,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa villosa,Apple Rose,|Rosa pomifera|Rosa villosa var. recondita|Rosa recondita|,Rosaceae,Rosa,Shrub,4.9,Arnold Arboretum living collection (Arboretum Explorer)
Rosa virginiana,Virginia Rose,|Rosa lucida|Rosa virginiana var. lamprophylla|,Rosaceae,Rosa,Shrub,5.6,Arnold Arboretum living collection (Arboretum Explorer)
Rosa webbiana,Webb's Rose,,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa wichuraiana,Memorial Rose,|Rosa wichuriana|,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa willmottiae,,,Rosaceae,Rosa,Shrub,2.6,Arnold Arboretum living collection (Arboretum Explorer)
Rosa woodsii,Wood's Rose,,Rosaceae,Rosa,Shrub,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Rosa woodsii ssp. ultramontana,Interior Rose,|Rosa californica var. ultramontana|Rosa pyrifera|Rosa ultramontana|,Rosaceae,Rosa,Shrub,6.2,Arnold Arboretum living collection (Arboretum Explorer)
Rosa x arnoldiana 'Arnold',Arnold Rose,|Rosa 'Arnold'|,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa x centifolia,Cabbage Rose,|Rosa centifolia|,Rosaceae,Rosa,Shrub,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Rosa x centifolia 'Muscosa',Cultivar of Cabbage Rose,|Rosa centifolia forma muscosa|Rosa 'Communis'|,Rosaceae,Rosa,Shrub,5.2,Arnold Arboretum living collection (Arboretum Explorer)
Rosa x centifolia 'Parvifolia',Cultivar of Cabbage Rose,|Rosa centifolia 'Parvifolia'|Rosa centifolia var. parvifolia|,Rosaceae,Rosa,,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa x damascena 'Trigintipetala',Cultivar of Damask Rose,,Rosaceae,Rosa,Shrub,6.2,Arnold Arboretum living collection (Arboretum Explorer)
Rosa x dawsoniana 'Dawson',Cultivar of Dawson Rose,|Rosa multiflora forma roseiflora|Rosa multiflora dawsoniana|Rosa 'Dawson'|Rosa multiflora 'Dawson'|,Rosaceae,Rosa,Shrub,3.0,Arnold Arboretum living collection (Arboretum Explorer)
Rosa x dumalis,Scraggle Rose,|Rosa vosagiaca|,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa x dupontii,Dupont Rose,,Rosaceae,Rosa,Shrub,7.5,Arnold Arboretum living collection (Arboretum Explorer)
Rosa x harisonii,Harison's Yellow Rose,,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa x hibernica,Irish Rose,,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa x highdownensis,Hybrid Moyesii,,Rosaceae,Rosa,Shrub,6.2,Arnold Arboretum living collection (Arboretum Explorer)
Rosa x involuta,,,Rosaceae,Rosa,Shrub,8.9,Arnold Arboretum living collection (Arboretum Explorer)
Rosa x kamtchatica,,|Rosa rugosa var. kamtschatica|,Rosaceae,Rosa,Shrub,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Rosa x kochiana,Koch Rose,,Rosaceae,Rosa,Shrub,2.3,Arnold Arboretum living collection (Arboretum Explorer)
Rosa x lheritierana,Boursault Rose,,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa x nitidula,,,Rosaceae,Rosa,Shrub,7.9,Arnold Arboretum living collection (Arboretum Explorer)
Rosa x pteragonis,Hybrid Rose,,Rosaceae,Rosa,Shrub,8.2,Arnold Arboretum living collection (Arboretum Explorer)
Rosa x scabriuscula,,,Rosaceae,Rosa,Shrub,2.6,Arnold Arboretum living collection (Arboretum Explorer)
Rosa x waitziana,Waitz Rose,,Rosaceae,Rosa,Shrub,3.0,Arnold Arboretum living collection (Arboretum Explorer)
Rosa x wintoniensis,,,Rosaceae,Rosa,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rosa zalana,,,Rosaceae,Rosa,Shrub,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Rubus biflorus var. biflorus,,|Rubus biflorus var. quinqueflorus|,Rosaceae,Rubus,Shrub,4.0,Arnold Arboretum living collection (Arboretum Explorer)
Rubus caesius,European Dewberry,,Rosaceae,Rubus,Shrub,2.3,Arnold Arboretum living collection (Arboretum Explorer)
Rubus cockburnianus,White-Stemmed Bramble,|Rubus giraldianus|,Rosaceae,Rubus,Shrub,2.3,Arnold Arboretum living collection (Arboretum Explorer)
Rubus idaeus,Red Raspberry,,Rosaceae,Rubus,Shrub,2.6,Arnold Arboretum living collection (Arboretum Explorer)
Rubus idaeus 'Aureus',,,Rosaceae,Rubus,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rubus laciniatus,Cutleaf Blackbery,,Rosaceae,Rubus,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rubus lasiostylus,,,Rosaceae,Rubus,Shrub,5.2,Arnold Arboretum living collection (Arboretum Explorer)
Rubus lasiostylus var. hubeiensis,,,Rosaceae,Rubus,Shrub,4.3,Arnold Arboretum living collection (Arboretum Explorer)
Rubus odoratus,Fragrant Thimbleberry,,Rosaceae,Rubus,Shrub,3.9,Arnold Arboretum living collection (Arboretum Explorer)
Rubus palmatus,,|Rubus palmatus var. coptophyllus|,Rosaceae,Rubus,Shrub,4.6,Arnold Arboretum living collection (Arboretum Explorer)
Rubus parviflorus,Western Thimbleberry,|Rubus parviflorus var. fraserianus|Rubus nutkanus|,Rosaceae,Rubus,Shrub,1.3,Arnold Arboretum living collection (Arboretum Explorer)
Rubus parvifolius,Japanese Bramble,|Rubus triphyllus|,Rosaceae,Rubus,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rubus x 'Tridel',,|Rubus x 'Bennenden '|,Rosaceae,Rubus,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Rubus x fraseri,,,Rosaceae,Rubus,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Salix 'Hakuro',Cultivar of Willow,,Salicaceae,Salix,,,Arnold Arboretum living collection (Arboretum Explorer)
Salix 'The Hague',Cultivar of Willow,|Salix x gracilistyla 'Hagensis'|Salix x hagensis|,Salicaceae,Salix,Tree,32.8,Arnold Arboretum living collection (Arboretum Explorer)
Salix acutifolia,,,Salicaceae,Salix,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Salix aegyptiaca,Armenian Willow,|Salix medemii|Salix muscina|,Salicaceae,Salix,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Salix alba,White Willow,|Salix x tominii|Salix excelsa|,Salicaceae,Salix,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Salix alba 'Chermesina',Redstem White Willow,|Salix alba forma chermesina|,Salicaceae,Salix,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Salix alba ssp. vitellina 'Britzensis',Coral Embers Willow,|Salix britzensis|,Salicaceae,Salix,Shrub,8.2,Arnold Arboretum living collection (Arboretum Explorer)
Salix alba var. caerulea,Cricket-Bat Willow,|Salix alba var. calva|Salix alba 'Calva'|,Salicaceae,Salix,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Salix alba var. sericea,Siberian White Willow,|Salix alba var. argentea|,Salicaceae,Salix,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Salix alba var. vitellina,Golden Willow,|Salix alba 'Vitellina'|Salix x chrysocoma|,Salicaceae,Salix,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Salix alba var. vitellina 'Pendula',Weeping Golden Willow,|Salix alba var. tristis|Salix alba 'Tristis'|Salix x blanda forma aurea|Salix x chrysocoma|,Salicaceae,Salix,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Salix atrocinerea,Rusty Willow,|Salix cinerea ssp. oleifolia|Salix caprea var. lapponum|,Salicaceae,Salix,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Salix atrocinerea x bebbiana,,,Salicaceae,Salix,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Salix atrocinerea x discolor,,,Salicaceae,Salix,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Salix atrocinerea x humilis,,,Salicaceae,Salix,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Salix babylonica 'Crispa',Cultivar of Babylon Weeping Willow,,Salicaceae,Salix,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Salix babylonica 'Tortuosa',Cultivar of Babylon Weeping Willow,|Salix x 'Golden Curls'|Salix matsudana 'Tortuosa'|Salix matsudana forma tortuosa|Salix 'Golden Curls Willow'|,Salicaceae,Salix,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Salix babylonica 'Umbraculifera',Cultivar of Babylon Weeping Willow,|Salix matsudana 'Umbraculifera'|Salix matsudana forma umbraculifera|,Salicaceae,Salix,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Salix bebbiana,Bebb's Willow,|Salix rostrata|Salix bebbiana var. perrostrata perrostrata|,Salicaceae,Salix,Intermediate (shrub/tree),6.2,Arnold Arboretum living collection (Arboretum Explorer)
Salix candida,Sage Willow,,Salicaceae,Salix,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Salix caprea,Goat Willow,,Salicaceae,Salix,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Salix caprea 'Pendula',Cultivar of Goat Willow,,Salicaceae,Salix,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Salix chaenomeloides,Japanese Pussy Willow,,Salicaceae,Salix,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Salix cinerea,Gray Willow,|Salix aquatica var. grandis|Salix cinerea forma angustifolia|Salix cinerea var. cuneata|,Salicaceae,Salix,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Salix cordata Michaux,Heartleaf Willow,|Salix adenophylla|Salix syrticola|,Salicaceae,Salix,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Salix daphnoides,Daphne Willow,|Salix x wimmeri|Salix daphnoides 'Aglaia'|Salix aglaja|,Salicaceae,Salix,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Salix daphnoides 'Aglaia',Cultivar of Daphne WIllow,|Salix daphnoides|Salix aglaja|,Salicaceae,Salix,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Salix drummondiana,Drummond's Willow,|Salix subcoerulea|Salix covillei|,Salicaceae,Salix,Shrub,1.6,Arnold Arboretum living collection (Arboretum Explorer)
Salix elaeagnos 'Angustifolia',,|Salix lavandulifolia var. rosmarinifolia|Salix rosmarinifolia|,Salicaceae,Salix,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Salix eriocephala,woolly-headed willow,|Salix missouriensis|Salix cordata Muhl.|Salix rigida|Salix rigida var. angustata|Salix cordata var. angustata|Salix cordata var. rigida|,Salicaceae,Salix,Shrub,8.2,Arnold Arboretum living collection (Arboretum Explorer)
Salix exigua ssp. exigua,Sandbar Willow,|Salix argophylla|,Salicaceae,Salix,Shrub,3.3,Arnold Arboretum living collection (Arboretum Explorer)
Salix fargesii,,,Salicaceae,Salix,Intermediate (shrub/tree),4.9,Arnold Arboretum living collection (Arboretum Explorer)
Salix flabellaris,,|Salix rotundifolia|,Salicaceae,Salix,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Salix gilgiana,,|Salix purpurea var. sericea|Salix miyabeana forma gilgiana|Salix miyabeana ssp. gilgiana|,Salicaceae,Salix,Shrub,18.7,Arnold Arboretum living collection (Arboretum Explorer)
Salix glauca var. callicarpaea,Arctic Gray Willow,,Salicaceae,Salix,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Salix gracilistyla,Rosegold Pussy Willow,,Salicaceae,Salix,Shrub,7.5,Arnold Arboretum living collection (Arboretum Explorer)
Salix gracilistyla var. melanostachys,Black Pussy Willow,|Salix melanostachys|,Salicaceae,Salix,Shrub,5.2,Arnold Arboretum living collection (Arboretum Explorer)
Salix humilis var. humilis,Upland Willow,,Salicaceae,Salix,Shrub,11.2,Arnold Arboretum living collection (Arboretum Explorer)
Salix humilis var. tristis,Dwarf upland willow,|Salix humilis var. microphylla|Salix tristis|Salix occidentalis|,Salicaceae,Salix,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Salix integra,Axukime,|Salix purpurea var. multinervis|,Salicaceae,Salix,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Salix integra var. albo-marginata,,,Salicaceae,Salix,Shrub,13.8,Arnold Arboretum living collection (Arboretum Explorer)
Salix irrorata,,,Salicaceae,Salix,Shrub,3.9,Arnold Arboretum living collection (Arboretum Explorer)
Salix koriyanagi 'Rubykins',Cultivar of Korean Willow,,Salicaceae,Salix,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Salix laggeri,,|Salix albicans|,Salicaceae,Salix,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Salix lapponum,Lapland Willow,,Salicaceae,Salix,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Salix lasiandra var. caudata,Tail-Leaf Willow,|Salix lucida ssp. caudata|Salix lasiandra ssp. caudata|Salix fendleriana|,Salicaceae,Salix,Shrub,4.6,Arnold Arboretum living collection (Arboretum Explorer)
Salix magnifica,Magnificent Willow,,Salicaceae,Salix,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Salix miyabeana,Miyabe Willow,|Salix linearistipularis|,Salicaceae,Salix,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Salix monticola,Park willow,,Salicaceae,Salix,Shrub,6.6,Arnold Arboretum living collection (Arboretum Explorer)
Salix myrsinifolia,Blackening Willow,|Salix nigricans|Salix cotinifolia|Salix grisonensis|Salix myrsinifolia var. rivularis|Salix pyrolaefolia|Salix pyrifolia|,Salicaceae,Salix,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Salix nigra,Black Willow,|Salix ligustrina|Salix dubia|,Salicaceae,Salix,Intermediate (shrub/tree),9.8,Arnold Arboretum living collection (Arboretum Explorer)
Salix pedicellaris,Bog Willow,|Salix pedicellaris var. hypoglauca|,Salicaceae,Salix,Shrub,5.9,Arnold Arboretum living collection (Arboretum Explorer)
Salix pentandra,Laurel Willow,,Salicaceae,Salix,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Salix petiolaris,slender willow,,Salicaceae,Salix,Shrub,13.8,Arnold Arboretum living collection (Arboretum Explorer)
Salix pierotii,Korean Willow,|Salix jessoensis|Salix koreensis|,Salicaceae,Salix,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Salix purpurea,Purple Osier,|Salix purpurea ssp. lambertiana|,Salicaceae,Salix,Intermediate (shrub/tree),45.9,Arnold Arboretum living collection (Arboretum Explorer)
Salix purpurea 'Gracilis',Cultivar of Purple Osier,|Salix purpurea forma gracilis|Salix purpurea 'Nana'|Salix purpurea 'Filiformis'|,Salicaceae,Salix,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Salix rorida,,,Salicaceae,Salix,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Salix schwerinii,,|Salix viminalis var. gmelinii|,Salicaceae,Salix,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Salix sericea,Silky willow,|Salix coactilis|,Salicaceae,Salix,Shrub,7.2,Arnold Arboretum living collection (Arboretum Explorer)
Salix sitchensis,Sitka willow,,Salicaceae,Salix,Intermediate (shrub/tree),7.2,Arnold Arboretum living collection (Arboretum Explorer)
Salix sp.,Willow,,Salicaceae,Salix,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Salix triandra,Almond-Leaved Willow,|Salix amygdalina|Salix amygdalina forma concolor|Salix hoppeana|,Salicaceae,Salix,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Salix udensis,Uda Willow,|Salix sachalinensis|Salix siuzevii|,Salicaceae,Salix,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Salix udensis 'Sekka',Cultivar of Uda Willow,|Salix sachalinensis 'Sekka'|,Salicaceae,Salix,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Salix variegata,,|Salix bockii|,Salicaceae,Salix,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Salix viminalis,Basket Willow,|Salix viminalis var. gmelini|Salix semiviminalis|Salix viminalis var. gmelinii|,Salicaceae,Salix,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Salix x blanda 'Elegantissima',Cultivar of Wisconsin Weeping Willow,|Salix x elegantissima|,Salicaceae,Salix,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Salix x calodendron,,,Salicaceae,Salix,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Salix x chrysocoma,Golden Weeping Willow,|Salix x sepulcralis 'Chrysocoma'|Salix alba var. vitellina 'Pendula'|Salix alba 'Tristis'|Salix x blanda forma aurea|Salix alba var. vitellina|Salix babylonica 'Ramulis Aureis'|,Salicaceae,Salix,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Salix x ehrhartiana,Ehrhart Willow,|Salix lispoclados|,Salicaceae,Salix,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Salix x forbyana,,,Salicaceae,Salix,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Salix x multinervis notho ssp. charrieri,,,Salicaceae,Salix,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Salix x rubens,Hybrid Crack Willow,|Salix x rubens var. palustris|Salix x rubens var. viridis|,Salicaceae,Salix,Tree,54.5,Arnold Arboretum living collection (Arboretum Explorer)
Salix x sepulcralis,Hybrid Weeping Willow,|Salix x salomonii|,Salicaceae,Salix,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Salix x sepulcralis 'Erythroflexuosa',Cultivar of Willow,|Salix x erythroflexuosa|,Salicaceae,Salix,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Salix x sericans,,|Salix x smithiana|,Salicaceae,Salix,Shrub,3.3,Arnold Arboretum living collection (Arboretum Explorer)
Salix x smithiana,,|Salix x sericans|Salix x holosericea|Salix x ferruginea|Salix x velutina|,Salicaceae,Salix,Shrub,25.0,Arnold Arboretum living collection (Arboretum Explorer)
Salix x tetrapla,,|Salix x tenuifolia|,Salicaceae,Salix,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
