scientific_name,family,genus,growth_habit,conservation_status,catalog_source
Stewartia pseudocamellia,Theaceae,Stewartia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Stewartia rostrata,Theaceae,Stewartia,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Stewartia sinensis,Theaceae,Stewartia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Streblus asper,Moraceae,Streblus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strephonema pseudocola,Combretaceae,Strephonema,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strobocalyx arborea,Asteraceae,Strobocalyx,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strombosia ceylanica,Strombosiaceae,Strombosia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strombosia grandifolia,Strombosiaceae,Strombosia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strombosia javanica,Strombosiaceae,Strombosia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strombosia philippinensis,Strombosiaceae,Strombosia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strombosia pustulata lucida,Strombosiaceae,Strombosia,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strombosia scheffleri,Strombosiaceae,Strombosia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strombosia zenkeri,Strombosiaceae,Strombosia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strombosiopsis tetrandra,Strombosiaceae,Strombosiopsis,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strophanthus boivinii,Apocynaceae,Strophanthus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strophanthus speciosus,Apocynaceae,Strophanthus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strophanthus welwitschii,Apocynaceae,Strophanthus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strumpfia maritima,Rubiaceae,Strumpfia,,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnopsis thouarsii,Menispermaceae,Strychnopsis,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos atlantica,Loganiaceae,Strychnos,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos brasiliensis,Loganiaceae,Strychnos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos cocculoides,Loganiaceae,Strychnos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos decussata,Loganiaceae,Strychnos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos fendleri,Loganiaceae,Strychnos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos glabra,Loganiaceae,Strychnos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos henningsii,Loganiaceae,Strychnos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos innocua,Loganiaceae,Strychnos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos jobertiana,Loganiaceae,Strychnos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos lucida,Loganiaceae,Strychnos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos madagascariensis,Loganiaceae,Strychnos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos melastomatoides,Loganiaceae,Strychnos,,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos nux-blanda,Loganiaceae,Strychnos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos nux-vomica,Loganiaceae,Strychnos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos pseudoquina,Loganiaceae,Strychnos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos pungens,Loganiaceae,Strychnos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos rufa,Loganiaceae,Strychnos,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos solimoesana,Loganiaceae,Strychnos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos spinosa,Loganiaceae,Strychnos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos staudtii,Loganiaceae,Strychnos,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos ternata,Loganiaceae,Strychnos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos usambarensis,Loganiaceae,Strychnos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos variabilis,Loganiaceae,Strychnos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Strychnos wallichiana,Loganiaceae,Strychnos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Stryphnodendron adstringens,Fabaceae,Stryphnodendron,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Stryphnodendron polyphyllum,Fabaceae,Stryphnodendron,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Stuhlmannia moavi,Fabaceae,Stuhlmannia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Stylogyne longifolia,Primulaceae,Stylogyne,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Stylogyne micrantha,Primulaceae,Stylogyne,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Stylogyne turbacensis,Primulaceae,Stylogyne,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Stylosanthes hamata,Fabaceae,Stylosanthes,,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styphnolobium japonicum,Fabaceae,Styphnolobium,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styrax agrestis,Styracaceae,Styrax,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styrax americanus,Styracaceae,Styrax,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styrax benzoides,Styracaceae,Styrax,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styrax benzoin,Styracaceae,Styrax,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styrax camporum,Styracaceae,Styrax,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styrax confusus,Styracaceae,Styrax,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styrax crotonoides,Styracaceae,Styrax,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styrax dasyanthus,Styracaceae,Styrax,,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styrax grandifolius,Styracaceae,Styrax,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styrax hemsleyanus,Styracaceae,Styrax,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styrax japonicus,Styracaceae,Styrax,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styrax leprosus,Styracaceae,Styrax,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styrax officinalis,Styracaceae,Styrax,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styrax paralleloneurus,Styracaceae,Styrax,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styrax platanifolius,Styracaceae,Styrax,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styrax pohlii,Styracaceae,Styrax,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styrax portoricensis,Styracaceae,Styrax,Tree,Critically Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styrax ridleyanus,Styracaceae,Styrax,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styrax serrulatus,Styracaceae,Styrax,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styrax sieberi,Styracaceae,Styrax,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Styrax tonkinensis,Styracaceae,Styrax,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Suaeda conferta,Amaranthaceae,Suaeda,,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Suaeda tampicensis,Amaranthaceae,Suaeda,,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Sundacarpus amarus,Podocarpaceae,Sundacarpus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Suregada glomerulata,Euphorbiaceae,Suregada,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Suregada lanceolata,Euphorbiaceae,Suregada,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Suregada multiflora,Euphorbiaceae,Suregada,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Suregada procera,Euphorbiaceae,Suregada,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Suriana maritima,Surianaceae,Suriana,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swartzia apetala,Fabaceae,Swartzia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swartzia arborescens,Fabaceae,Swartzia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swartzia benthamiana,Fabaceae,Swartzia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swartzia brachyrachis,Fabaceae,Swartzia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swartzia ingifolia,Fabaceae,Swartzia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swartzia langsdorffii,Fabaceae,Swartzia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swartzia leiocalycina,Fabaceae,Swartzia,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swartzia leptopetala,Fabaceae,Swartzia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swartzia longistipitata,Fabaceae,Swartzia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swartzia macrostachya,Fabaceae,Swartzia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swartzia panacoco,Fabaceae,Swartzia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swartzia panamensis,Fabaceae,Swartzia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swartzia pinnata,Fabaceae,Swartzia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swartzia polyphylla,Fabaceae,Swartzia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swartzia psilonema,Fabaceae,Swartzia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swartzia recurva,Fabaceae,Swartzia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swartzia schomburgkii,Fabaceae,Swartzia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swartzia sericea,Fabaceae,Swartzia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swartzia simplex,Fabaceae,Swartzia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swartzia sprucei,Fabaceae,Swartzia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Sweetia fruticosa,Fabaceae,Sweetia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swietenia humilis,Meliaceae,Swietenia,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swietenia macrophylla,Meliaceae,Swietenia,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swietenia mahagoni,Meliaceae,Swietenia,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swintonia floribunda,Anacardiaceae,Swintonia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Swintonia spicifera,Anacardiaceae,Swintonia,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syagrus coronata,Arecaceae,Syagrus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syagrus inajai,Arecaceae,Syagrus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syagrus oleracea,Arecaceae,Syagrus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syagrus orinocensis,Arecaceae,Syagrus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syagrus romanzoffiana,Arecaceae,Syagrus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syagrus schizophylla,Arecaceae,Syagrus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syagrus smithii,Arecaceae,Syagrus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Sycopsis sinensis,Hamamelidaceae,Sycopsis,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Sympetalandra densiflora,Fabaceae,Sympetalandra,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symphonia fasciculata,Clusiaceae,Symphonia,Tree,Near Threatened,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symphonia globulifera angustifolia,Clusiaceae,Symphonia,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symphonia gymnoclada,Clusiaceae,Symphonia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symphonia louvelii,Clusiaceae,Symphonia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symphonia tanalensis,Clusiaceae,Symphonia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symphonia urophylla,Clusiaceae,Symphonia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symphonia verrucosa,Clusiaceae,Symphonia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symphyotrichum lanceolatum,Asteraceae,Symphyotrichum,,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symphyotrichum puniceum,Asteraceae,Symphyotrichum,,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos acuminata,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos adenophylla,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos barringtoniifolia,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos celastrifolia,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos cerasifolia,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos cochinchinensis,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos coronata coronata,Symplocaceae,Symplocos,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos crassipes,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos dryophila,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos fasciculata,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos glauca,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos glomerata,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos lanata,Symplocaceae,Symplocos,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos lucida,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos martinicensis,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos micrantha,Symplocaceae,Symplocos,Tree,Critically Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos odoratissima,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos ophirensis,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos paniculata,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos pyrifolia,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos racemosa,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos ramosissima,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos rubiginosa,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos sumuntia,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos theiformis,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Symplocos tinctoria,Symplocaceae,Symplocos,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syncarpia glomulifera,Myrtaceae,Syncarpia,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syndyophyllum excelsum,Euphorbiaceae,Syndyophyllum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Synechanthus warscewiczianus,Arecaceae,Synechanthus,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Synsepalum afzelii,Sapotaceae,Synsepalum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Synsepalum aubrevillei,Sapotaceae,Synsepalum,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Synsepalum brevipes,Sapotaceae,Synsepalum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Synsepalum cerasiferum,Sapotaceae,Synsepalum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Synsepalum congolense,Sapotaceae,Synsepalum,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Synsepalum dulcificum,Sapotaceae,Synsepalum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Synsepalum kaessneri,Sapotaceae,Synsepalum,,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Synsepalum msolo,Sapotaceae,Synsepalum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Synsepalum passargei,Sapotaceae,Synsepalum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Synsepalum pobeguinianum,Sapotaceae,Synsepalum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Synsepalum stipulatum,Sapotaceae,Synsepalum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Synsepalum subcordatum,Sapotaceae,Synsepalum,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syringa emodi,Oleaceae,Syringa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syringa josikaea,Oleaceae,Syringa,,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syringa oblata,Oleaceae,Syringa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syringa reticulata,Oleaceae,Syringa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syringa villosa,Oleaceae,Syringa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syringa vulgaris,Oleaceae,Syringa,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium acuminatissimum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium acutangulum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium acutatum,Myrtaceae,Syzygium,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium adelphicum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium aeoranthum,Myrtaceae,Syzygium,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium alatum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium alternifolium,Myrtaceae,Syzygium,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium amplum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium anomalum,Myrtaceae,Syzygium,Tree,Critically Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium antisepticum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium aqueum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium assimile acuminata,Myrtaceae,Syzygium,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium attenuatum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium benjaminum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium bicolor,Myrtaceae,Syzygium,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium bordenii,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium borneense,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium brackenridgei,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium branderhorstii,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium buettnerianum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium calophyllifolium,Myrtaceae,Syzygium,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium calubcob,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium carrii,Myrtaceae,Syzygium,Tree,Critically Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium caryophyllatum,Myrtaceae,Syzygium,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium caudatilimbum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium cauliflorum,Myrtaceae,Syzygium,Tree,Data Deficient,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium chloranthum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium claviflorum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium conglomeratum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium cordatum,Myrtaceae,Syzygium,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium corymbosum,Myrtaceae,Syzygium,Tree,Endangered,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium corynocarpum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium cumini,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium curranii,Myrtaceae,Syzygium,Tree,Vulnerable,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium curvistylum,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
Syzygium decipiens,Myrtaceae,Syzygium,Tree,Least Concern,IUCN Red List via GBIF; tree habit from BGCI GlobalTreeSearch
