scientific_name,common_name,family,genus,usda_hardiness_zone,rhs_hardiness_rating,height_mature_ft,native_status,habitat,taxonomic_note,conservation_status,tso_url,catalog_source
Acer capillipes,Ashiboso-urinoki,Sapindaceae,Acer,5-6,H6,,Japan,"Temperate, deciduous forests between 600 and 1000 m asl.",,Least concern (LC),https://www.treesandshrubsonline.org/articles/acer/acer-capillipes/,Trees and Shrubs Online (IDS)
Acer cappadocicum,Cappadocian Maple,Sapindaceae,Acer,6-7,H6,,"Armenia, Azerbaijan, Bhutan, China, Georgia, India, Iran, Nepal, Pakistan, Türkiye",Temperate mixed forests up to 3000 m asl.,"As treated by van Gelderen et al. (1994) , Acer cappadocicum comprised four subspecies: subsp. cappadocicum, subsp. divergens, subsp. lobelii and subsp. sinicum, the latter also including its variety tricaudatum. Here only the Chinese subsp. sinicum is treated within A. cappadocicum , with var. tricaudatum treated at specific rank, as A. shenkanense. This treatment of the Chinese taxa follows Xu e",Least concern (LC),https://www.treesandshrubsonline.org/articles/acer/acer-cappadocicum/,Trees and Shrubs Online (IDS)
Acer carpinifolium,Hornbeam Maple,Sapindaceae,Acer,4,H6,33.8,Japan,"Temperate deciduous forests, usually along streams, between 200 and 1450 m asl. Associated species include Acer capillipes , A. japonicum , A. micranthum, A. sieboldianum , Alnus firma , Betula grossa , Carpinus japonica , Fagus japonica , Larix kaempferi , Pterostyrax hispida , Stewartia monadelpha , Tilia japonica , Tsuga sieboldii , Clethra barbinervis , Hydrangea paniculata , Lindera umbellata",,Least concern (LC),https://www.treesandshrubsonline.org/articles/acer/acer-carpinifolium/,Trees and Shrubs Online (IDS)
Acer caudatum,,Sapindaceae,Acer,4,H5,32.8,"Bhutan, Myanmar, China, India, Nepal","Alpine forests, between 1700 and 4000 m asl.",,Least concern (LC),https://www.treesandshrubsonline.org/articles/acer/acer-caudatum/,Trees and Shrubs Online (IDS)
Acer ceriferum,,Sapindaceae,Acer,5. Conservation status Not evaluated. Illustration NT71. Cross-reference K100. Taxonomic note Acer robustum Pax is a later homonym of A. robustum Opiz and must be replaced by the unfamiliar A. ceriferum (Xu et al. 2008).,,,"CHINA: Anhui, southern Gansu, Henan, western Hubei, southern Shaanxi, Shanxi, Sichuan, Zhejiang. Habitat Forests between 700 and 2000 m asl. USDA Hardiness Zone 5. Conservation status Not evaluated. Illustration NT71. Cross-reference K100. Taxonomic note Acer robustum Pax is a later homonym of A. robustum Opiz and must be replaced by the unfamiliar A. ceriferum (Xu et al. 2008).",Forests between 700 and 2000 m asl. USDA Hardiness Zone 5. Conservation status Not evaluated. Illustration NT71. Cross-reference K100. Taxonomic note Acer robustum Pax is a later homonym of A. robustum Opiz and must be replaced by the unfamiliar A. ceriferum (Xu et al. 2008).,Acer robustum Pax is a later homonym of A. robustum Opiz and must be replaced by the unfamiliar A. ceriferum (Xu et al. 2008).,Not evaluated. Illustration NT71. Cross-reference K100. Taxonomic note Acer robustum Pax is a later homonym of A. robustum Opiz and must be replaced by the unfamiliar A. ceriferum (Xu et al. 2008).,https://www.treesandshrubsonline.org/articles/acer/acer-ceriferum/,Trees and Shrubs Online (IDS)
Acer chapaense,,Sapindaceae,Acer,8-9,H5,,"China, Vietnam","Broadleaved, mesic forest between 1600 and 1800 m asl.","Xu et al. (2008) treat this taxon as a synonym of Acer amplum subsp. bodinieri . However, it is treated as distinct here until further information to indicate otherwise is available. van Gelderen et al. (1994) included it within Section Palmata Series Sinensia, though this confusion was swiftly resolved by Rushforth (1995) .",Not evaluated (NE),https://www.treesandshrubsonline.org/articles/acer/acer-chapaense/,Trees and Shrubs Online (IDS)
Acer chienii,,Sapindaceae,Acer,8-9,H4,,"Myanmar, China, India",Mixed forests between 2200 and 3100 m asl.,,Least concern (LC),https://www.treesandshrubsonline.org/articles/acer/acer-chienii/,Trees and Shrubs Online (IDS)
Acer circinatum,Vine Maple,Sapindaceae,Acer,4,H6,32.8,"Canada, United States","Moist to wet areas, in forest understorey where light reaches the forest floor, and sometimes in open areas. Often forming suckering thickets covered with epiphytes. Occuring at low to mid elevations up to 2000 m asl.",,Least concern (LC),https://www.treesandshrubsonline.org/articles/acer/acer-circinatum/,Trees and Shrubs Online (IDS)
Acer cissifolium,Vine-leaved Maple,Sapindaceae,Acer,5-8,H6,42.7,Japan,Deciduous forests between 200 and 1300 m asl.,,Least concern (LC),https://www.treesandshrubsonline.org/articles/acer/acer-cissifolium/,Trees and Shrubs Online (IDS)
Acer cordatum,,Sapindaceae,Acer,8-9,H3,42.7,China,Forest in valleys between 200 and 1200 m asl.,"Acer cordatum was included in Section Palmata Series Penninervia by de Jong (1976) in his systematic treatment of the genus, though is now included in Sect. Pentaphylla Ser. Trifida ( Li et al. 2019 ). At species level, Flora of China ( Xu et al. 2008 ) (followed here) recognises var. dimorphifolium (Metcalf) Y.S.Chen, with two- or three-lobed leaves. In Maples of the World ( van Gelderen, de Jong",Least concern (LC),https://www.treesandshrubsonline.org/articles/acer/acer-cordatum/,Trees and Shrubs Online (IDS)
Acer coriaceifolium,,Sapindaceae,Acer,8-9,H3,49.2,China,Forest between 1500 and 2500 m asl.,,Least concern (LC),https://www.treesandshrubsonline.org/articles/acer/acer-coriaceifolium/,Trees and Shrubs Online (IDS)
Acer crataegifolium,Hawthorn-leaved Maple,Sapindaceae,Acer,5,H6,23.0,Japan,"Temperate, deciduous forests, often in open places and along streams between 200 and 1100 m asl.","Var. macrophyllum is recognised by van Gelderen et al . (1994) , who describe it as faster growing than the typical variety, with leaves at least twice as large (and up to 15 cm long!). This variety is not, however, recognised by Ogata (1999) , who includes no lower taxa. His treatment is followed here.",Least concern (LC),https://www.treesandshrubsonline.org/articles/acer/acer-crataegifolium/,Trees and Shrubs Online (IDS)
Acer davidii,,Sapindaceae,Acer,6-7,H5,55.8,"Myanmar, China",Temperate mixed forests between 1000 and 3000 m asl.,,Least concern (LC),https://www.treesandshrubsonline.org/articles/acer/acer-davidii/,Trees and Shrubs Online (IDS)
Acer diabolicum,Devil's Maple,Sapindaceae,Acer,5,H6,59.1,Japan,"Temperate deciduous forests, particularly in open areas, between 400 and 1300 m asl.","A form, f. purpurascens , named for the colour of its new foliage and shoots, rather than characters of the flowers as sometimes seen, has long been disregarded as taxonomically distinct and is thus treated in synonymy here. The name has been used in horticulture for both male and female plants ( Bean 1976a ).",Least concern (LC),https://www.treesandshrubsonline.org/articles/acer/acer-diabolicum/,Trees and Shrubs Online (IDS)
Acer distylum,Lime-leaved Maple,Sapindaceae,Acer,6,H5,39.4,Japan,On moderately moist and fertile soils in temperate deciduous forests between 700 and 1600 m.,,Least concern (LC),https://www.treesandshrubsonline.org/articles/acer/acer-distylum/,Trees and Shrubs Online (IDS)
Acer divergens,,Sapindaceae,Acer,5-6,H6,32.8,Türkiye,Dry and sunny slopes along watercourses between 400 and 1500 m asl.,"This species is treated as a subsp. of Acer cappadocicum by van Gelderen et al. (1994) . The treatment at specific rank follows Yaltirik (1967) , who also includes two varieties within it, the nominate variety, with 5-lobed leaves with truncate bases, and var. trilobum Yalt, with 3-lobed leaves with rounded bases. It is part of the A. cappadocicum complex, along with that species (including subsp.",Vulnerable (VU),https://www.treesandshrubsonline.org/articles/acer/acer-divergens/,Trees and Shrubs Online (IDS)
Acer duplicatoserratum,,Sapindaceae,Acer,"6. Conservation status Vulnerable, due to overharvesting and poor regeneration. Cross-reference K90 (as A. palmatum var. pubescens ). Taxonomic note Acer duplicatoserratum var. chinense C.S. Chang occurs in mainland China (Anhui, Fujian, Guizhou, southern Henan, Hubei, Hunan, Jiangsu, Jiangxi, Shandong, Zhejiang); the petioles are pubescent when young, but later become glabrous (van Gelderen et al. 1994, Xu et al. 2008).",,,"TAIWAN. Habitat Deciduous forest between 1000 and 2000 m asl. USDA Hardiness Zone 6. Conservation status Vulnerable, due to overharvesting and poor regeneration. Cross-reference K90 (as A. palmatum var. pubescens ). Taxonomic note Acer duplicatoserratum var. chinense C.S. Chang occurs in mainland China (Anhui, Fujian, Guizhou, southern Henan, Hubei, Hunan, Jiangsu, Jiangxi, Shandong, Zhejiang); th","Deciduous forest between 1000 and 2000 m asl. USDA Hardiness Zone 6. Conservation status Vulnerable, due to overharvesting and poor regeneration. Cross-reference K90 (as A. palmatum var. pubescens ). Taxonomic note Acer duplicatoserratum var. chinense C.S. Chang occurs in mainland China (Anhui, Fujian, Guizhou, southern Henan, Hubei, Hunan, Jiangsu, Jiangxi, Shandong, Zhejiang); the petioles are p","Acer duplicatoserratum var. chinense C.S. Chang occurs in mainland China (Anhui, Fujian, Guizhou, southern Henan, Hubei, Hunan, Jiangsu, Jiangxi, Shandong, Zhejiang); the petioles are pubescent when young, but later become glabrous (van Gelderen et al. 1994, Xu et al. 2008).","Vulnerable, due to overharvesting and poor regeneration. Cross-reference K90 (as A. palmatum var. pubescens ). Taxonomic note Acer duplicatoserratum var. chinense C.S. Chang occurs in mainland China (Anhui, Fujian, Guizhou, southern Henan, Hubei, Hunan, Jiangsu, Jiangxi, Shandong, Zhejiang); the petioles are pubescent when young, but later become glabrous (van Gelderen et al. 1994, Xu et al. 2008).",https://www.treesandshrubsonline.org/articles/acer/acer-duplicatoserratum/,Trees and Shrubs Online (IDS)
Acer elegantulum,,Sapindaceae,Acer,7-8,H4,49.2,China,Montane forest between 200 and 1400 m asl.,"Included by van Gelderen et al. (1994) Acer elegantulum var. macrurum W.P. Fang & P.L. Chiu has smaller samaras (1–1.5 cm long), though this taxon is treated as a synonym by Xu et al. (2008) .",Least concern (LC),https://www.treesandshrubsonline.org/articles/acer/acer-elegantulum/,Trees and Shrubs Online (IDS)
Acer erianthum,Woolly-flowered Maple,Sapindaceae,Acer,6-7,H7,49.2,China,Mixed forests between 1000 and 2300 m asl.,,Least concern (LC),https://www.treesandshrubsonline.org/articles/acer/acer-erianthum/,Trees and Shrubs Online (IDS)
Acer fargesii,,Sapindaceae,Acer,,,,"Native of Hupeh and Szechwan, China; introduced to the Coombe Wood nursery by Wilson in 1902.",,,,https://www.treesandshrubsonline.org/articles/acer/acer-fargesii/,Trees and Shrubs Online (IDS)
Acer fenzelianum,Fenzel's Maple,Sapindaceae,Acer,9-10,H3,65.6,"China, Vietnam",Forests and valleys between 1100 and 1700 m asl.,,Vulnerable (VU),https://www.treesandshrubsonline.org/articles/acer/acer-fenzelianum/,Trees and Shrubs Online (IDS)
Acer flabellatum,,Sapindaceae,Acer,7-8,H4,,"Myanmar, China",Mixed forests between 800 and 3500 m asl.,"This species was treated as part of A. campbellii , at subpecific rank, by van Gelderen et al. (1994) , though as a species by Xu et al. (2008 ), whose treatment of the A. campbellii complex is followed here. A. flabellatum differs from A. campbellii in its serrate, rather than serrulate leaf margins, while its flowers have a glarbrous disk and ovary, which in A. campbelllii are pubescent.",Least concern (LC),https://www.treesandshrubsonline.org/articles/acer/acer-flabellatum/,Trees and Shrubs Online (IDS)
Acer floridanum,Florida Maple,Sapindaceae,Acer,5,H6,,United States,"Moist rich soils, along river or stream banks and in wet woodlands. Compared with A. saccharum it is more likely to be an understory species.","Prior to the 1940s Florida Maple was referred to as Acer floridanum , but in recent decades, where treated at specific rank, the given name has often been A. barbatum Michx. (e.g. Duncan & Duncan 1988 ; Elias 1980 ; Lance 2004 ). This situation occurred as a result of a re-examination of material by M.L. Fernald in preparation for his (then) forthcoming Gray’s Manual (1950), as elucidated by Ward ",Least concern (LC),https://www.treesandshrubsonline.org/articles/acer/acer-floridanum/,Trees and Shrubs Online (IDS)
Acer forrestii,,Sapindaceae,Acer,6-7,H6,55.8,China,Temperate mixed forests and valleys between 3000 and 3800 m.,"The taxonomic position of Acer forrestii has long been a source of debate among acerologists. Treated as subspecies of A. pectinatum by van Gelderen et al. (1994) , various authors have also debated its affinity to the taxon treated here as A. laxiflorum , which in turn sits within the broader complex of species allied to A. pectinatum. A comprehensive molecular investigation is needed to resolve ",Least concern (LC),https://www.treesandshrubsonline.org/articles/acer/acer-forrestii/,Trees and Shrubs Online (IDS)
Acer fulvescens,,Sapindaceae,Acer,6-7,H6,65.6,China,Temperate forests between 1800 and 3200 m asl.,"This species was treated as a synonym of Acer longipes by van Gelderen et al. (1994) , though as distinct by Xu et al. (2008) . The treatment of the latter authors is followed here. A. fulvescens subsp. pentalobum , under which collections such as SICH 0731 may be found growing, is a synonym of A. cappadocicum subsp. sinicum ( Xu et al. 2008) , rather than A. longipes, as treated by van Gelderen e",Least concern (LC),https://www.treesandshrubsonline.org/articles/acer/acer-fulvescens/,Trees and Shrubs Online (IDS)
Acer glabrum,Rocky Mountain Maple,Sapindaceae,Acer,4-8,H5,26.2,"Canada, Mexico, United States","Generally on extremely well-drained soils and screes in moist habitats, or areas where snow melt or mountain streams contribute to soil moisture for at least part of the growing season. In xeric areas, the species tends to grow near mountain streams, or in areas receiving appreciable snow and convectional summer rainfall. In the northern parts of the range it is commonly found as an understory pla","Taxonomic treatments of Acer glabrum have varied over time, with authors often adopting significantly different approaches in their interpretations of the species. Numerous taxa have been described at lower ranks based on morphology and geography, often with little agreement between treatments ( Justice 1995 ). Most recently, van Gelderen et al. (1994) treated eight infraspecifc taxa within the sp",Least concern (LC),https://www.treesandshrubsonline.org/articles/acer/acer-glabrum/,Trees and Shrubs Online (IDS)
