scientific_name,common_name,growth_habit,leaf_retention,usda_hardiness_zone,catalog_source,catalog_source_url,mda_hardiness_zone,mda_categories,mda_cultivar_notes
Nandina domestica,,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,"'Tuscan Flame' PP 21,940"
Nyssa sylvatica,Gum tree,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Deciduous (non-fruit),Black Tupelo or Black Gum Tree
Ostrya virginiana,Ironwood,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Deciduous (non-fruit),Ironwood
Oxydendrum arboreum,,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Deciduous (non-fruit),Sorrel Tree
Parrotia persica,,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Deciduous (non-fruit),Persian Parrotia
Parthenocissus inserta,Woodbine,Vine,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Vines,Woodbine
Parthenocissus quinquefoilia,Virgina Creeper,Vine,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Vines,Engelman Ivy
Parthenocissus tricuspidata,Ivy,Vine,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Vines,Boston Ivy
Phellodendron amurense,Amur Corcktree,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Deciduous (non-fruit),"Amur Corktree - Only sales of named male cultivars permitted. Sales of all other Phellodendron amurense are prohibited. All existing plants and escaped fruit producing trees must be controlled, by tree removal or other means, such that no seed is disseminated."
Philadelphus coronaius,Mockorange,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,Golden aka 'Aureus' Mockorange
Philadelphus × virginalis,Mockorange,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,Minnesota Snowflake Mockorange
Philidelphus lewisii,Mockorange,Shrub,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Shrubs,Blizzard Mockorange
Physocarpus opulifoilius,Ninebark (tree form),Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Deciduous (non-fruit),"Seward', 'Summer Wine'™, 'Center Glow' PP16,894, 'Monlo', 'Diablolo'®"
Physocarpus opulifolius,Ninebark,Shrub,,2-4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2-4,Shrubs,"Amber Jubilee™ aka 'Jeffcam' Ninebark, 'Dart's Gold' Ninebark, Dwarf Ninebark aka 'Nanus'; Black Jack™ 'Minall2' PP 29,892, Alouette™- aka 'Couriphy01' ,; Centerglow Ninebark, Diabolo® aka 'Monlo' Ninebark, Fireside™ aka 'UMNHarpell', First Editions® Lucky Devil™, First Editions® Spicy Devil™, Little Devil™ aka 'Donna May' Ninebark, Panther® Ninebark, 'N5' PP30,820, Summer Wine® aka 'Seward' Ninebark"
Picea abies,Norway Spruce,Tree,Evergreen,3-4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3-4,Evergreens,"Bird's Nest Spruce, 'Nidiformis', Dwarf Norway Spruce, 'Pumila', Weeping Norway Spruce, 'Pendula'; Little Gem'"
Picea engelmannii,Spruce,Tree,Evergreen,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Evergreens,Engelmann Spruce
Picea glauca,White Spruce,Tree,Evergreen,2-4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2-4,Evergreens,"'Montrose Spire'; Black Hills Spruce (seed source); Dwarf Alberta Spruce; Weeping White Spruce, 'Pendula'"
Picea mariana,Spruce,Tree,Evergreen,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Evergreens,Black Spruce
Picea meyeri,Spruce,Tree,Evergreen,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Evergreens,Meyer's Spruce
Picea omorika,Serbian Spruce,Tree,Evergreen,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Evergreens,'Pendula'
Picea pungens,Colorado Spruce,Tree,Evergreen,2-3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2-3,Evergreens,"'Fastigiata' Spruce; Baby Blue', 'Glauca Globosa', 'Fat Albert', Slenderina® aka 'Glauca Slenderina Pendula'; Hoopsii', Majestic Blue',"
Pieris japonica,,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,"Cavatine', 'Katsura', 'Valley Rose', My Fire'"
Pinus banksiana,Pine,Tree,Evergreen,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Evergreens,Jack Pine
Pinus cembra,Pine,Tree,Evergreen,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Evergreens,Swiss Stone Pine - 'Herman' (Prairie Statesman)
Pinus contorta,Pine,Tree,Evergreen,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Evergreens,Taylors Sunburst'
Pinus densiflora,Pine,Tree,Evergreen,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Evergreens,Japanese Red Pine
Pinus flexilis,Pine,Tree,Evergreen,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Evergreens,"Limber Pine, 'Vanderwolf's'"
Pinus korensis,Pine,Tree,Evergreen,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Evergreens,Korean Pine
Pinus mugo,Mugo Pine,Tree,Evergreen,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Evergreens,Mugo Pine; Tannenbaum'
Pinus nigra,Pine,Tree,Evergreen,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Evergreens,Austrian Pine - Brepo® aka 'Prerrick Bregeon
Pinus parviflora,Pine,Tree,Evergreen,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Evergreens,Japanese White Pine 'Kinpo'
Pinus ponderosa,Pine,Tree,Evergreen,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Evergreens,Ponderosa Pine
Pinus resinosa,Pine,Tree,Evergreen,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Evergreens,Red pine
Pinus strobus,White Pine,Tree,Evergreen,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Evergreens,"Eastern White Pine - 'Blue Shag', 'Fastigiata', 'Paton's Silver Splendor', 'Pendula', 'Horsford' aka 'Horsford Dwarf', 'Horsford Nana'"
Pinus sylvestris,Scotch Pine,Tree,Evergreen,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Evergreens,Scotch Pine
Pinus uncinata,Pine,Tree,Evergreen,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Evergreens,Mountian Pine
Pinus × schwerinii,Pine,Tree,Evergreen,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Evergreens,'Wiethosrt'
Platanus occidentalis,Sycamore,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Deciduous (non-fruit),American Sycamore
Platanus × acerifolia,London Planetree,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Deciduous (non-fruit),"Exclamation! ™ aka 'Morton Circle', 'Bloodgood'"
Populus angustifolia,Poplar,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Deciduous (non-fruit),Narrowleaf Poplar
Populus balsamifera,Poplar,Tree,,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Deciduous (non-fruit),Balsam Poplar
Populus deltoides,Cottonwood,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Deciduous (non-fruit),"Eastern Cottonwood, 'Souixland', Highland"
Populus grandidentata,Aspen,Tree,,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Deciduous (non-fruit),Bigtooth Aspen
Populus nigra,Poplar,Tree,,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Deciduous (non-fruit),Theves Poplar - 'Afghanica'
Populus sargentii,Poplar,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Deciduous (non-fruit),'Jeronimus Sargent' Poplar
Populus tremula,Aspen,Tree,,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Deciduous (non-fruit),Columnar Swedish Aspen - 'Erecta'
Populus tremuloides,Quaking Apsen,Tree,,2-4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2-4,Deciduous (non-fruit),"'Prairie Gold' aka ""NEArb'; Mountian Sentinel®, Summer Shimmer aka 'Select Klaus'; Quaking Aspen"
Populus × acuminata,Poplar,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Deciduous (non-fruit),Lanceleaf Poplar
Populus × canadensis,Poplar,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Deciduous (non-fruit),'Robusta'
Populus × canescens,Poplar,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Deciduous (non-fruit),Tower'
Potentilla fruiticosa,Potentilla,Shrub,,2-3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2-3,Shrubs,"Bella Bellissima®, 'Hachliss' PP27,715, Bella Bianca®, 'Hachbianca' PPAF,Bella Sol®, 'Hachdon' PP27,685; First Editions® Mandarin Tango™ Potentilla aka 'Jefman', First Editions® Marmalade™ Potentilla aka 'Jefmarm', 'Abbotswood', 'Fargo' Dakota Sunspot®, 'Gold Drop', 'Goldfinger', 'UMan' Mango Tango™, 'McKay's White', 'Pink Beauty', 'Primrose Beauty', 'Setting Sun', Citrus Tart™ aka 'Bailcitrus'"
Prunus americana,Plum,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Fruit,American Wild Plum
Prunus armeniaca,Apricot,Tree,,4-5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4-5,Fruit,"Brookcot', 'Debbie's Gold', 'Moongold', 'Scout', 'Sungold', 'Wescot', 'Pioneer'; Goldstrike', 'Moorpark'"
Prunus avium,Cherry,Tree,,4-5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4-5,Fruit,"Bing', 'Black Tartarian', 'Lapins', 'Rainier', 'Stella', 'Sweetheart'; Mazzard Cherry"
Prunus besseyi,Cherry,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Fruit; Shrubs,'Pawnee Buttes'; Western Sand Cherry - 'Pawnee Buttes'
Prunus blireana,Plum,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Fruit,"Flowerin Plum, 'Snofozam'"
Prunus campanulata,Cherry,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Fruit,'Okame'
Prunus cerasifera,Plum,Tree,,4-5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4-5,Fruit,"Myrobalan Plum, Purple Plunge® 'NCPR-7' PP 32190, 'Thundercloud'; Newport Plum - Minnesota strain"
Prunus cerasus,Cherry,Tree,,3-5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3-5,Fruit,"'Montmorency'; Carmine Red Jewel, Purple Passion, 'Evans Bali'; Tart Cherry, 'Mesabi', 'Meteor, 'North Star', 'Sweet Cherry Pie™ aka 'Eubank'"
Prunus domestica,Plum,Tree,,4-5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4-5,Fruit,"'Allred', 'Bruce', 'Early Italian', 'Empress', 'French Improved', 'Green Gage', 'Italian', 'President', 'Stanley', 'Sugar Prune'; 'Mt. Royal'"
Prunus glandulosa,Flowering Almond,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,Pink Flowering Almond - 'Rosea Plena'
Prunus incisa,Cherry,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Fruit,Little Twist® - aka 'CarltonLT'
Prunus maackii,Chockcherry,Tree,,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Fruit,Amur Chokecherry - 'Jefspur' Goldspur Amur Chokecherry
Prunus mahleb,Cherry,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Fruit,Mahaleb Cherry
Prunus maritima,,Shrub,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Shrubs,Beach Plum
Prunus nigra,Plum,Tree,,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Fruit,"Canada plum, 'Princess Kay'"
Prunus padus,,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Fruit,"May Day Tree, 'Berg Redleaf'"
Prunus pensylvanica,Cherry,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Fruit,Pin Cherry
Prunus persica,Peach,Tree,,3-5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3-5,Fruit; Shrubs,"Bailey Hardy Peach', 'Belle of Georgia', 'Elberta', 'RedHaven', 'Saturn', 'Sugar Princess', Reliance', 'Corinthian White', 'Corinthian Rose' , Ruby Ruffle™ 'NC Peach-6' PP 34261; Bonfire', 'Crimson Cascade'; Brookcot', 'Debbie's Gold', 'Scout', 'Wescot'; Moongold', 'Bounty', 'Contender'"
Prunus pumila,,Shrub,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Shrubs,Jade Parade® aka 'UCONNPP0002'
Prunus salicina,Plum,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Fruit,"'Abundance', 'Burbank', 'Catalina', 'Santa Rosa', 'Santa Rosa Weeping', 'Simka', 'Methley Plum', 'Shiro'"
Prunus sargentii,Cherry,Tree,,3-4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3-4,Fruit,'Hokkaido Normandale' aka Spring Wonder™; Pink Flair® 'JFS-Kw58'
Prunus serotina,Cherry,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Fruit,Wild Black Cherry
Prunus serrulata,Cherry,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Fruit,"'Kwanzan', 'Mt. Fuji', 'Pendula', 'Royal Burgundy', 'Shirofugen', 'Shirotae'"
Prunus subhirtella,Cherry,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Fruit,"Pendula Plena Rosea', 'Pisnshzam', 'Rosea', 'Pink Snow Showers'"
Prunus tomentosa,,Shrub,,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Shrubs,Nanking Cherry
Prunus triloba,,Shrub,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Shrubs,Double Flowering Plum
Prunus virginiana,Cherry,Tree,,2-3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2-3,Fruit,Canada Red Cherry - 'Shubert Select'; Sucker Punch® Chokecherry 'P002S'
Prunus × cerasifera,Plum,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Fruit,Crimson Pointe™ aka 'Cripoissam'
Prunus × cistena,Sandcherry,Shrub,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Shrubs,Purpleleaf Sand Cherry
Prunus × kerrasis,Cherry,Tree,,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Fruit,Canadian Dwarf Sour Cherries
Prunus × nigrella,Plum,Tree,,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Fruit,Muckle Plum
Prunus × yedoensis,Cherry,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Fruit,"'Afterglow', 'Akebono'; 'Shidare Yosino'"
Pseudolarix amabilis,Fir,Tree,Evergreen,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Evergreens,Golden Larch
Pseudotsuga menziesii,Fir,Tree,Evergreen,4-5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4-5,Evergreens,Douglas Fir; Rocky Mountian Douglas Fir
Pyracantha coccinea,,Shrub,,6,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,6,Shrubs,Firethorn 'Mohave'
Pyrus calleryana,Pear,Tree,,4-5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4-5,Fruit,"'Aristocrat', 'Chanticleer', 'Red spire', 'Trinity'; Autumn Blaze Pear"
Pyrus communis,Pear,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Fruit,"'Clapps Favorite', 'Comice', 'Duchess', 'Kieffer', 'Magness', 'Moonglow', 'Angel Wing', 'Anjou', 'Ayers', 'Bartlett', 'Bosc'"
Pyrus fauriei,Pear,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Fruit,"Korean Sun™, 'Westwood' Pear"
Pyrus pyrifolia,Pear,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Fruit,Shinko Asian Pear
Pyrus ussuriensis,Pear,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Fruit,"Ussurian Pear - 'Mountian Frost' aka 'Bailfrost', 'Prairie Gem'"
Quercus acutissima,Oak,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Deciduous (non-fruit),Sawtooth oak
Quercus alba,Oak,Tree,,3-4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3-4,Deciduous (non-fruit),'Crimson Spire'; White oak
Quercus bicolor,Oak,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Deciduous (non-fruit),Swamp White Oak
Quercus coccinea,Oak,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Deciduous (non-fruit),Scarlet Oak
Quercus dentata,Oak,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Deciduous (non-fruit),Japanese Emperor Oak
Quercus ellipsoidalis,Oak,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Deciduous (non-fruit),Northern Pin Oak - Majestic Skies™ aka 'Bailskies'
Quercus gambelii,Oak,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Deciduous (non-fruit),Gambel Oak
Quercus garryana,Oak,Tree,,6,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,6,Deciduous (non-fruit),Oregon Oak
Quercus imbricaria,Oak,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Deciduous (non-fruit),Shingle oak
Quercus macrocarpa,Oak,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Deciduous (non-fruit),"Bur Oak , Urban Pinnicle® 'JFS-KW3'"
Quercus muehlenbergii,Oak,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Deciduous (non-fruit),Chinkapin Oak
Quercus palustris,Oak,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Deciduous (non-fruit),"Eastern Pin Oak, Green Pillar® aka 'Pringreen' Pin Oak"
Quercus robur,Oak,Tree,,4-5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4-5,Deciduous (non-fruit),"'Skinny Genes' 'JFS-KW2QX'; Columnar English Oak; Kindred Spirit Oak, aka 'Nadler'"
Quercus rubra,Oak,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Deciduous (non-fruit),Northern Red Oak
Quercus shumardii,Oak,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Deciduous (non-fruit),Shumard Oak - 'Panache'
Quercus × bimundorum,Oak,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Deciduous (non-fruit),Prairie Stature Oak - 'Midwest'
Quercus × macdanielii,Oak,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Deciduous (non-fruit),Heritage® aka 'Clemons' Oak
Quercus × warei,Oak,Tree,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Deciduous (non-fruit),Regal Prince® aka 'Long' Oak
Rhamnus frangula,Buckthorn,Shrub,,2-3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2-3,Shrubs,Fine Line Buckthorn - 'Ron Williams' - Restricted Noxious Weed - may not be grown or sold in Minnesota; Tallhedge Buckthorn - Restricted Noxious Weed - may not be grown or sold in Minnesota.
Rhododendron catawbiense,Azalea,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,"'Album', 'English Roseum', 'Nova Zembla', 'Purple Elegens', Roseum Elegans'"
Rhododendron yedoense,Azelea,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,"Korean Azalea, 'Compacta', 'Kelly Marie', 'Kimberlys Doub', 'Sweet 16' 1/22/13 SH None named ok at MLA and St. Paul"
Rhododendron × kosteranum,Azelea,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,Mollis Azalea
Rhus aromatica,Fragrant Sumac,Shrub,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Shrubs,"'Gro-low', Lacette™ Fragrant Sumac, aka 'Fine Texture Compact Select A'"
Rhus copallina,Fragrant Sumac,Shrub,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Shrubs,"Prairie Flame Shining Sumac, 'Morton'"
Rhus glabra,Fragrant Sumac,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Deciduous (non-fruit); Shrubs,"Smooth Sumac; Smooth Sumac, Cutleaf Smooth Sumac aka 'Laciniata'"
Rhus trilobata,Fragrant Sumac,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Shrubs,Skunkbush Sumac
Rhus typhina,Fragrant Sumac,Shrub,,3-4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3-4,Shrubs,"First Editions® Tiger Eyes® aka 'Bailtiger' PP16.185 Cutleaf Staghorn Sumac; Staghorn Sumac, Cutleaf Staghorn Sumac 'Laciniata'"
Ribes alpinum,Currant,Shrub,,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Shrubs,"Alpine Currant, 'Green Mound'"
Ribes americanum,Currant,Shrub,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Shrubs,American Black Currant
Ribes aureum,Currant,Shrub,,2,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,2,Shrubs,Yellow Flowering Currant
Ribes nigum,Currant,Shrub,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Fruit,Ben Sarek'
Ribes sanguineum,Currant,Shrub,,6,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,6,Shrubs,'King Edward VII'
Ribes × culverwelii,Currant,Shrub,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Fruit,Jostaberry
Robinia hispida,Bristly Locust or Moss Locust,Tree,,5,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,5,Deciduous (non-fruit),'Macrophylla'
Robinia pseudoacacia,Black Locust,Tree,,3,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,3,Deciduous (non-fruit),'Purple Robe' Locust
Rosa foetida,Rose,Shrub,,4,Minnesota Department of Agriculture Cold Hardiness List,https://www.mda.state.mn.us/cold-hardiness-list,4,Rose,Austrian Copper Rose; Persian Yellow Rose
