scientific_name,family,genus,growth_habit,notes,catalog_source
Shorea cordifolia,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea curtisii,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea dasyphylla,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea dealbata,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea disticha,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea gardneri,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea glauca,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea gratissima,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea guiso,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea hemsleyana,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea henryana,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea hopeifolia,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea hypochra,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea javanica,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea johorensis,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea kunstleri,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea laevis,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea lamellata,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea lepidota,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea leprosula,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea longisperma,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea macrophylla,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea macroptera,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea malibato,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea materialis,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea maxima,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea maxwelliana,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea megistophylla,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea multiflora,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea negrosensis,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea oblongifolia,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea obtusa,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea ovalifolia,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea ovalis,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea palembanica,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea palosapis,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea parvifolia,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea pauciflora,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea platycarpa,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea platyclados,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea polita,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea polysperma,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea resinosa,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea robusta,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea roxburghii,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea scaberrima,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea selanica,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea seminis,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea siamensis,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea singkawang,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea splendida,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea stenoptera,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea stipularis,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea submontana,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea sumatrana,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea teysmanniana,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea thorelii,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea trapezifolia,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea tumbuggaia,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea uliginosa,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea worthingtonii,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Shorea zeylanica,Dipterocarpaceae,Shorea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sida fallax,Malvaceae,Sida,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sideroxylon americanum,Sapotaceae,Sideroxylon,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sideroxylon borbonicum,Sapotaceae,Sideroxylon,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sideroxylon cinereum,Sapotaceae,Sideroxylon,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sideroxylon foetidissimum,Sapotaceae,Sideroxylon,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sideroxylon grandiflorum,Sapotaceae,Sideroxylon,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sideroxylon inerme,Sapotaceae,Sideroxylon,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sideroxylon lanuginosum,Sapotaceae,Sideroxylon,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sideroxylon lycioides,Sapotaceae,Sideroxylon,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sideroxylon majus,Sapotaceae,Sideroxylon,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sideroxylon mascatense,Sapotaceae,Sideroxylon,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sideroxylon montanum,Sapotaceae,Sideroxylon,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sideroxylon obovatum,Sapotaceae,Sideroxylon,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sideroxylon obtusifolium,Sapotaceae,Sideroxylon,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sideroxylon palmeri,Sapotaceae,Sideroxylon,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sideroxylon polynesicum,Sapotaceae,Sideroxylon,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sideroxylon portoricense,Sapotaceae,Sideroxylon,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sideroxylon salicifolium,Sapotaceae,Sideroxylon,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sideroxylon spinosum,Sapotaceae,Sideroxylon,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sideroxylon tenax,Sapotaceae,Sideroxylon,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sideroxylon tepicense,Sapotaceae,Sideroxylon,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Simaba guianensis,Simaroubaceae,Simaba,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Simaba orinocensis,Simaroubaceae,Simaba,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Simarouba amara,Simaroubaceae,Simarouba,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Simarouba glauca,Simaroubaceae,Simarouba,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Simarouba versicolor,Simaroubaceae,Simarouba,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Simira ecuadorensis,Rubiaceae,Simira,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Simira glaziovii,Rubiaceae,Simira,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Simira maxonii,Rubiaceae,Simira,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Simira mexicana,Rubiaceae,Simira,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Simira rhodoclada,Rubiaceae,Simira,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Simira rubescens,Rubiaceae,Simira,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Simira rubra,Rubiaceae,Simira,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Simira salvadorensis,Rubiaceae,Simira,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Simira sampaioana,Rubiaceae,Simira,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Simmondsia chinensis,Simmondsiaceae,Simmondsia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sindora bruggemanii,Fabaceae,Sindora,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sindora coriacea,Fabaceae,Sindora,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sindora galedupa,Fabaceae,Sindora,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sindora glabra,Fabaceae,Sindora,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sindora inermis,Fabaceae,Sindora,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sindora javanica,Fabaceae,Sindora,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sindora leiocarpa,Fabaceae,Sindora,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sindora siamensis,Fabaceae,Sindora,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sindora sumatrana,Fabaceae,Sindora,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sindora supa,Fabaceae,Sindora,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sindora tonkinensis,Fabaceae,Sindora,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sindora velutina,Fabaceae,Sindora,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sindora wallichii,Fabaceae,Sindora,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sindoropsis letestui,Fabaceae,Sindoropsis,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Singaporandia macrophylla,Rubiaceae,Singaporandia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Lindera flavinervia,Lauraceae,Sinosassafras,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Siparuna bifida,Siparunaceae,Siparuna,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Siparuna brasiliensis,Siparunaceae,Siparuna,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Siparuna cuspidata,Siparunaceae,Siparuna,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Siparuna decipiens,Siparunaceae,Siparuna,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Siparuna eggersii,Siparunaceae,Siparuna,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Siparuna guianensis,Siparunaceae,Siparuna,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Siparuna muricata,Siparunaceae,Siparuna,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Siparuna pachyantha,Siparunaceae,Siparuna,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Siparuna pauciflora,Siparunaceae,Siparuna,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Siparuna poeppigii,Siparunaceae,Siparuna,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Siparuna sessiliflora,Siparunaceae,Siparuna,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Siparuna thecaphora,Siparunaceae,Siparuna,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Siphoneugena occidentalis,Myrtaceae,Siphoneugena,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Siphonodon celastrineus,Celastraceae,Siphonodon,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Skimmia arborescens,Rutaceae,Skimmia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sloanea aberrans,Elaeocarpaceae,Sloanea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sloanea australis,Elaeocarpaceae,Sloanea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sloanea dasycarpa,Elaeocarpaceae,Sloanea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sloanea dentata,Elaeocarpaceae,Sloanea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sloanea eichleri,Elaeocarpaceae,Sloanea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sloanea hirsuta,Elaeocarpaceae,Sloanea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sloanea forbesii,Elaeocarpaceae,Sloanea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sloanea grandiflora,Elaeocarpaceae,Sloanea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sloanea guianensis,Elaeocarpaceae,Sloanea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sloanea insularis,Elaeocarpaceae,Sloanea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sloanea javanica,Elaeocarpaceae,Sloanea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sloanea macrophylla,Elaeocarpaceae,Sloanea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sloanea megaphylla,Elaeocarpaceae,Sloanea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sloanea meianthera,Elaeocarpaceae,Sloanea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sloanea obtusifolia,Elaeocarpaceae,Sloanea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sloanea rhodantha,Elaeocarpaceae,Sloanea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sloanea sigun,Elaeocarpaceae,Sloanea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sloanea sogerensis,Elaeocarpaceae,Sloanea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sloanea terniflora,Elaeocarpaceae,Sloanea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sloanea tieghemi,Elaeocarpaceae,Sloanea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Sloanea zuliaensis,Elaeocarpaceae,Sloanea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Smallanthus pyramidalis,Asteraceae,Smallanthus,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Barteria laevigata,Passifloraceae,Smeathmannia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Barteria pubescens,Passifloraceae,Smeathmannia,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Smodingium argutum,Anacardiaceae,Smodingium,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Socratea exorrhiza,Arecaceae,Socratea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Socratea rostrata,Arecaceae,Socratea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Socratea salazarii,Arecaceae,Socratea,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Solanecio mannii,Asteraceae,Solanecio,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Solanum aculeastrum,Solanaceae,Solanum,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Solanum acuminatum,Solanaceae,Solanum,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Solanum albidum,Solanaceae,Solanum,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
Solanum argentinum,Solanaceae,Solanum,Tree,Useful native tree listed in GlobalUsefulNativeTrees (GlobUNT).,GlobUNT / Kindt et al. 2023 (CC BY)
